_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
526,BLOOMINGTON PD,BLOOMINGTON,2,0.0,3.0,0,0,,,,S LEONARD SPRINGS RD,W TAPP RD,,,,39.13704,-86.582512,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLEONARDSPRINGSRDWTAPPRD,STOP SIGN,2021-11-04 15:55:00,,,
527,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S SNODDY RD,,,1100.0,N,39.121584,-86.489744,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,LEFT TURN,EASTRHORERRDSOUTHSNODDYRD,NONE,2021-11-04 17:06:00,,,
528,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,815,,,N OOLITIC DR,,,,,39.17445714,-86.55360457,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,VIEW OBSTRUCTED,LEFT TURN,NOOLITICDR,NONE,2021-11-04 19:57:00,,,
529,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,E 10TH ST,N UNION ST,,,,39.171564,-86.509445,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,TENTHSTUNIONST,TRAFFIC CONTROL SIGNAL,2021-11-04 20:50:00,,,
530,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W CLUBHOUSE DR,,,800.0,E,,,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NKINSERPKWCLUBHOUSEDR,NONE,2021-11-04 21:59:00,,,
531,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E BETHEL LN,,,2000.0,W,39.2151765,-86.51162671,COUNTY RD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,BETHELLNHINKLERD,LN CONTROL,2021-11-03 03:16:00,,,
532,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,ST RD 446,S HASTINGS DR,,0.0,,39.1574603,-86.4715468,ST RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF RD,SST RD 446SHASTINGSDR,,2021-11-03 07:03:00,,,
533,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 45/46,N HEADLEY RD,,,,0.0,0.0,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,EBALFOURSTST RD 46,LN CONTROL,2021-11-03 09:00:00,,,
534,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E COVENANTER DR,S COLLEGE MALL RD,,,,39.155152,-86.497888,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ECOVENANTERDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-11-03 09:16:00,,,
535,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,N MAPLE GROVE RD,,,852.0,S,39.13268062,-86.569675,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NMAPLEGROVERDWLOSTMANSLN,LN CONTROL,2021-11-03 09:17:00,,,
536,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,S LANDMARK AVE,,,,39.159933,-86.55386,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLANDMARKAVEWBLOOMFIELDRD,NONE,2021-11-03 11:39:00,,,
537,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45/46,,,800.0,N,0.0,0.0,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,10THSTST RD 46N,NONE,2021-11-03 11:40:00,,,
538,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S EAGLESON AVE,,50.0,W,39.164263,-86.51638967,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTEAGLESON AVEAVE,NONE,2021-11-03 12:01:00,,,
539,BLOOMINGTON PD,BLOOMINGTON,3,0.0,2.0,0,0,812,,,N WOODBRIDGE DR,,,,,39.1740775,-86.4923603,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NWOODBRIDGEDR,NONE,2021-11-03 12:17:00,,,
540,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 10TH ST,N JEFFERSON ST,,,,39.171648,-86.507088,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,VIEW OBSTRUCTED,REAR END,10THSTJEFFERSONST,NONE,2021-11-03 12:49:00,,,
541,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,213,,,S UNION ST,E 3RD ST,,100.0,N,39.164352,-86.5088,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,3RDSTSUNIONST,NONE,2021-11-03 13:30:00,,,
542,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,ST RD 46,,,,0.0,0.0,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,ST RD 46UNIONVILLERD,NONE,2021-11-03 15:10:00,,,
543,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S PATTERSON DR,W ISAACS DR,,,,39.16342,-86.551249,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SPATTERSONDRW 3RDST,STOP SIGN,2021-11-03 16:07:00,,,
544,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 37,W DILLMAN RD,,,,39.092976,-86.545648,ST RD,N,RURAL,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,S ST RD 37WDILLMANRD,TRAFFIC CONTROL SIGNAL,2021-11-03 16:31:00,,,
545,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,W ALLEN ST,,,,39.156144,-86.561296,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,WESTALLENSTWESTBLOOMFIELDRD,STOP SIGN,2021-11-03 16:45:00,,,
546,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S SARE RD,E RHORER RD,,,,39.121462,-86.511559,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ERHORERRDSSARERD,STOP SIGN,2021-11-03 17:02:00,,,
547,BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,W ARLINGTON RD,W GOURLEY PK,,,,39.186544,-86.551168,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,WESTARLINGTONRDWESTGOURLEYPK,LN CONTROL,2021-11-03 17:33:00,,,
548,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,N UNION VALLEY RD,W DELAP RD,,,,39.251789,-86.59287,COUNTY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,DELAPRDUNIONVALLEYRD,NONE,2021-11-03 18:37:00,,,
549,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,1,,,,ST RD 37,,,0.0,,39.02886153,-86.53414538,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,StateRd3790.8,,2021-11-03 22:00:00,,,
550,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S BRYAN AVE,,,,39.16432,-86.50824,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SBRYANAVEW 3RDST,TRAFFIC CONTROL SIGNAL,2021-11-02 01:40:00,,,
551,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROCKPORT RD,W HUESTON WAY,,200.0,S,39.09189007,-86.5716538,COUNTY RD,Y,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,SROCKPORTRDWHUESTONWAY,LN CONTROL,2021-11-02 06:15:00,,,
552,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,E 10TH ST,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 10THSTSTRD46BYP,NONE,2021-11-02 08:58:00,,,
553,ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,1.0,0,0,6002,,,ST RD 46,,,1000.0,E,39.227624,-86.61600561,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,HARTSTRAITRDST RD 46 W,OTHER REGULATORY SIGN/MARKING,2021-11-02 12:19:00,,,
554,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N COLLEGE AVE,W 10TH ST,,,,39.171744,-86.534768,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,NORTHCOLLEGEAVEWEST10THST,TRAFFIC CONTROL SIGNAL,2021-11-02 13:02:00,,,
555,BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,ST RD 46,E ASTGATE LN (S),,,,39.17024,-86.501392,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EEASTGATELNST RD 46N,TRAFFIC CONTROL SIGNAL,2021-11-02 15:03:00,,,
556,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S WOODSCREST DR,,,,39.164272,-86.502416,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,E 3RDSTSWOODCRESTDR,TRAFFIC CONTROL SIGNAL,2021-11-02 15:12:00,,,
557,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E COVENANTER DR,,,,39.1551603,-86.4977833,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ECOVENANTERDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-11-02 19:14:00,,,
558,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,1,,,,W TAPP RD,S KEGG RD,,,,39.13651,-86.560361,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,KEGGRDTAPPRD,NONE,2021-11-02 22:00:00,,,
559,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,2036,,,WALNUT KNOLLS APARTMENT DR,,,,,39.232544,-86.540704,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,,,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,NWALNUTST,NONE,2021-11-01 08:58:00,,,
560,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,W ELWREN RD,,,,39.107648,-86.643696,ST RD,N,RURAL,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,REAR END,ELWRENRDST RD 45 W,OFFICER/CROSSING GUARD/FLAGMAN,2021-11-01 10:21:00,,,
561,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,S SALE ST,W VINE ST,,50.0,S,39.23428268,-86.6241832,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SALESTVINEST,LN CONTROL,2021-11-01 11:36:00,,,
562,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 6TH ST,N COLLEGE AVE,,,,39.167648,-86.534784,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NCOLLEGEAVEW6THST,LN CONTROL,2021-11-01 12:40:00,,,
563,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S LIBERTY DR,INDIANA RAILRD,,,,0.0,0.0,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAILRD CROSSINGS,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,INDIANARAILRDXINGSLIBERTYDR,LN CONTROL,2021-11-01 13:00:00,,,
564,ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,N MATTHEWS DR,N SENIOR DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ACCELERATOR FAILURE OR DEFECTIVE,RAN OFF RD,MATTHEWSDRSENIORDR,NONE,2021-11-01 15:30:00,,,
565,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,E 1ST,S BALLANTINE RD,,,,39.159344,-86.519088,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RIGHT ANGLE,EAST1STSTSOUTHBALLANTINERD,STOP SIGN,2021-11-01 16:59:00,,True,
566,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E MOORES PK,,200.0,N,39.150448,-86.498,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTMOORESPKSOUTHCOLLEGEMALLRD,LN CONTROL,2021-11-01 17:48:00,,,
567,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N GRANT ST,E KIRKWOOD AVE,,,,39.16664,-86.529696,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EKIRKWOODAVENGRANTST,STOP SIGN,2021-11-01 19:40:00,,,
568,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E COVENANTER DR,,,,39.155152,-86.497888,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EASTCOVENANTERDRSOUTHCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-11-01 21:00:00,,,
569,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 43,W HOWARD,,,,0.0,0.0,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,HOWARDRDST RD 43N,NONE,2021-11-01 21:01:00,,,
570,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 4TH ST,S MADISON ST,,50.0,E,39.16568,-86.537296,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SMADISONSTW4THST,STOP SIGN,2021-10-31 14:50:00,,,
571,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 N,,,100.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,DRIVER ASLEEP OR FATIGUED,REAR END,I-69 N105,NONE,2021-10-31 17:20:00,,,
572,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,E MOORES PK,S SARE RD,,,,39.150448,-86.4992,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EMOORESPKSSARERD,TRAFFIC CONTROL SIGNAL,2021-10-31 19:39:00,,,
573,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,120,S,I-69 S,ST RD 45/46,,,,0.0,0.0,ST RD,N,RURAL,N,Y,N,,DARK (LIGHTED),CLEAR,DRY,,RAMP,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,LEFT TURN,SR69S,TRAFFIC CONTROL SIGNAL,2021-10-31 21:21:00,,,
574,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 4TH ST,S HILLSDALE DR,,75.0,E,39.16584,-86.503392,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EAST4THSTSOUTHHILLSDALEDR,NONE,2021-10-30 01:30:00,,,
575,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S LINCOLN ST,E SMITH AVE,,,,39.162848,-86.53104,LOCAL/CITY RD,N,URBAN,Y,N,Y,LN CLOSURE,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OVERCORRECTING/OVERSTEERING,LEFT TURN,ESMITHAVESLINCOLNST,NONE,2021-10-30 08:53:00,,,
576,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,N GATES DR,W JACOB DR,,0.0,,39.16564252,-86.57600345,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WJacobDrNGatesDr,,2021-10-30 10:46:00,,,
577,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,123,5,I-69 S,N ST RD 37,,,,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,RAMP,CURVE/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69S,NONE,2021-10-30 11:30:00,,,
578,MONROE SD,BLOOMINGTON,2,0.0,1.0,0,0,,,,ST RD 37,S WALNUT ST,,,,39.085632,-86.542304,ST RD,N,RURAL,N,Y,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SOLDST RD 37RDN ST RD 37,TRAFFIC CONTROL SIGNAL,2021-10-30 12:07:00,,,
579,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N GRANT ST,,,,39.16864,-86.529696,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTNGRANTST,STOP SIGN,2021-10-30 13:18:00,,,
580,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,ST RD 45,E DISCOVERY PKWY,,,,39.171474,-86.495398,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DISCOVERYPKWYE 10THST,TRAFFIC CONTROL SIGNAL,2021-10-30 13:36:00,,,
581,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,E MARTIN DR,,250.0,W,39.2041871,-86.46362007,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMARTINDRST RD 45E,LN CONTROL,2021-10-30 13:39:00,,,
582,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45/46,N WALNUT ST,,,,39.186368,-86.5344,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTST RD 4546BYP,TRAFFIC CONTROL SIGNAL,2021-10-30 13:56:00,,,
583,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S EAGLESON AVE,,,,39.164263,-86.516394,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,EAGLESON AVEAVE 3RDST,TRAFFIC CONTROL SIGNAL,2021-10-30 14:35:00,,,
584,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E ROBINSON RD,N HILLSAMER RD,,1000.0,E,39.2510158,-86.47011277,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF RD,NMILLERRDROBINSONRD,NONE,2021-10-30 15:29:00,,,
585,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 S,ST RD 48,,,,39.164524,-86.573263,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,RAMP,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,I-69SW 3RDST,TRAFFIC CONTROL SIGNAL,2021-10-30 15:55:00,,,
586,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,S BASSWOOD DR,,,,39.1498172,-86.5689428,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SBASSWOODDRWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2021-10-30 16:00:00,,,
