Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 S,,,0.0,S,41.09022561,-85.21952416,INTERSTATE,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,I-69S106.5,NONE,2019-10-23 01:17:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N LOUDEN,W RATLIFF RD,,,,39.18731,-86.63957,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NLOUDENRDWRATLIFFRD,NONE,2019-10-23 17:09:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N TUNNEL,ST RD 45,,,,39.230048,-86.4316,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ESTATERD45RDNTUNNELRD,NONE,2019-10-23 17:59:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N COLLEGE AVE,,500.0,E,39.18643792,-86.53612866,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NKINSERPKST RD 46E,LN CONTROL,2019-10-24 16:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SWAIN,E 3RD ST,,,,39.16425,-86.51526,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,RIGHT ANGLE,SWAINAVE 3RDST,LN CONTROL,2019-10-24 11:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,E 3RD,S EAGLESON AVE,,,,39.16426,-86.51642,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAGLESON AVEAVE 3RDST,TRAFFIC CONTROL SIGNAL,2019-10-24 09:40:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,W 2ND,S PATTERSON DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,OPPOSITE DIRECTION SIDESWIPE,SPATTERSONDRW 2NDST,TRAFFIC CONTROL SIGNAL,2019-10-24 16:13:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 10TH,N SUNRISE DR,,150.0,W,39.17158,-86.51246702,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSUNRISEDRTENTHST,LN CONTROL,2019-10-24 18:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,W 3RD,S CORY LN,,,,39.164544,-86.560096,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SCORYLNW 3RDST,TRAFFIC CONTROL SIGNAL,2019-10-24 13:43:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W KIRKWOOD,N ROGERS ST,,75.0,W,39.166672,-86.538608,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NROGERSSTWKIRKWOODAVE,NONE,2019-10-24 14:52:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 37,E SMITHVILLE RD,,,,39.071056,-86.5356,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESMITHVILLERDS ST RD 37,NONE,2019-10-24 11:40:00,,,
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,ST RD 37,E SMITHVILLE RD,,,,39.16424,-86.480688,ST RD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SMITHVILLERDS ST RD 37,NONE,2019-10-24 17:46:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1414.0,,,N EAGLESON AVE,,,500.0,S,39.18241,-86.5126,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,UNSAFE SPEED,RIGHT ANGLE,EBALFOURSTNEAGLESON AVEAVE,NONE,2019-10-24 10:55:00,,,
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N MATTHEWS,W MT TABOR RD,,500.0,N,39.29832121,-86.62053,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,MTTABORRDNMATTHEWSRD,NONE,2019-10-24 19:59:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FESS,E UNIVERSITY ST,,,,39.16037,-86.52594,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,EUNIVERSITYSTSFESSAVE,NONE,2019-10-24 22:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S GARRISON CHAPEL,W AIRPORT RD,,100.0,S,39.13676535,-86.64283504,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,AIRPORTRDGARRISONCHAPELRD,NONE,2019-10-24 23:58:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LIBERTY,ENTRANCE TO JOANN FABRICS,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,500BLKOFSOUTHLIBERTYDRENTRANCETOJOANNEFABRICST,STOP SIGN,2019-10-24 09:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,S ROGERS,W HAYS CT,,100.0,N,39.12504,-86.5388,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SROGERSSTWHAYSCT,NONE,2019-10-24 07:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S COLLEGE MALL RD,,,,39.16424,-86.4984,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,E 3RDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-10-25 19:29:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N SMITH PK,,50.0,W,39.21022649,-86.58334113,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-10-25 11:41:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 37,S VICTOR PK,,,,39.105552,-86.551104,ST RD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,S ST RD 37VICTORPK,TRAFFIC CONTROL SIGNAL,2019-10-25 16:56:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 10TH,N FEE LN,,,,39.17161,-86.51902,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,FEELNTENTHST,TRAFFIC CONTROL SIGNAL,2019-10-25 13:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S ROOSEVELT ST,,,,39.16427,-86.50601,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ROOSEVELTST3RDST,NONE,2019-10-25 18:18:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E CHAMBERS,E SPARKS LN,,630.0,W,39.30564,-86.48689551,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ECHAMBERSPKSPARKSLN,NONE,2019-10-25 14:26:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,117,1,I-69 N,,,,,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,RAMP,CURVE/GRADE,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,I-69 N,OTHER,2019-10-25 08:19:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,I-69 S,W FULLERTON PK,Y,,,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,RAMP,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,I-69SWFULLERTONPK,ROUNDABOUT INTERSECTION,2019-10-25 07:46:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N GRANT,E 6TH ST,,80.0,S,39.167712,-86.529696,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E6THSTNGRANTST,NONE,2019-10-25 14:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N PETE LLIS,E JOHN HINKLE PL,,,,39.17057,-86.4956,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EJOHNHINKLEPLNPETEELLISDR,STOP SIGN,2019-10-25 17:29:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CORY,W BLOOMFIELD RD,,,,39.1571,-86.55969,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCORYLNWBLOOMFIELDRD,NONE,2019-10-25 16:15:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FACULTY,E ATWATER AVE,,146.0,N,39.17853809,-86.52106,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,AWTWATERAVESOUTHFACULTYLN,NONE,2019-10-25 14:15:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S SMITH,E LARRY WAYNE DR,,,,39.14076,-86.48038,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,LARRYWAYNEDRSMITHRD,NONE,2019-10-25 02:27:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WILLIAMSBURG,E 3RD ST,,100.0,N,39.17479434,-86.49658,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTWILLIAMSBURGDR,NONE,2019-10-25 12:50:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N HEADLEY RD,,,,0.0,0.0,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,EBALFOURSTST RD 46,LN CONTROL,2019-10-25 20:30:00,,,
MONROE SD,ELLETTSVILLE,1,1.0,1.0,0.0,0.0,,,,ST RD 46,N STINESVILLE RD,,750.0,E,39.25962,-86.65761499,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NSTINESVILLERDST RD 46 W,NO PASSING ZONE,2019-10-25 14:11:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,0.0,0.0,0.0,,,,ST RD 46,,,500.0,E,39.215152,-86.5928,ST RD,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NORTHUNIONVALLEYRDST RD 45 W,LN CONTROL,2019-10-25 07:47:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,W COUNTRY CLUB,S ROCKPORT RD,,200.0,W,39.13635,-86.54873269,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SROCKPORTRDWCOUNTRYCLUBRD,NONE,2019-10-25 19:56:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,ST RD 46,,,,39.16424,-86.473296,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E 3RDSTST RD 46N,TRAFFIC CONTROL SIGNAL,2019-10-26 18:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,S CURRY PK,,,,39.14195,-86.58259,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHCURRYPKST RD 45 W,TRAFFIC CONTROL SIGNAL,2019-10-26 14:38:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S WALNUT ST PK,,,,39.136144,-86.528688,LOCAL/CITY RD,N,URBAN,N,Y,Y,WORK ON SHOULDER,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WALNUTSTPKWINSLOWRD,STOP SIGN,2019-10-26 09:20:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0.0,,,,ST RD 48,S GATES DR,,317.0,E,39.16462024,-86.57443232,ST RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,,,2019-10-26 11:14:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 17TH,N KINSER PK,,,,39.178992,-86.537792,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NKINSERPKW17THST,TRAFFIC CONTROL SIGNAL,2019-10-26 23:36:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N UNION VALLEY RD,,,,39.215152,-86.5928,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,NUNIONVALLEYRDWSTATERD46RD,TRAFFIC CONTROL SIGNAL,2019-10-26 14:38:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,EASTLAND PLAZA DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WATER (STANDING OR MOVING),,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTLANDPLAZADRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-10-26 15:14:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S WALNUT,E N DR,,1000.0,N,39.2497991,-86.53181,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ENORTHDRSWALNUTST,NONE,2019-10-26 14:31:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,E SAMPLE RD,,1000.0,S,0.0,0.0,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WATER (STANDING OR MOVING),,RAMP,STRAIGHT/HILLCREST,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,ESAMPLERDSR69S,NONE,2019-10-26 12:25:00,,,
MONROE SD,BLOOMINGTON,1,0.0,3.0,0.0,0.0,,,,I-69 N,,,100.0,S,41.26694387,-85.08665186,INTERSTATE,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69 N122.0,LN CONTROL,2019-10-26 03:57:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,3000.0,S,38.94809125,-86.52746673,INTERSTATE,N,URBAN,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,I-69SSAMPLERD,NONE,2019-10-26 00:08:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N TUNNEL,,,,,39.230048,-86.4316,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NTUNNELRDST RD 45E,STOP SIGN,2019-10-26 11:16:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W LYNW DR,,,,39.21584,-86.5928,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NUNIONVALLEYRDWLYNWESTDR,NONE,2019-10-26 15:43:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,255.0,,,N VINE,,,,,39.18368,-86.544016,UNKNOWN,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,SAME DIRECTION SIDESWIPE,NVINEST,NONE,2019-10-26 02:35:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S KENNEDY,E RHORER RD,,200.0,S,39.121488,-86.528304,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF RD,ERHORERRDSKENNEDYDR,NONE,2019-10-26 18:58:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 446,E SALT CREEK DR,,,,39.08781,-86.4224,ST RD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,SALTCREEKDRST RD 446S,NONE,2019-10-26 18:37:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,E ST RD 46,,,,39.186352,-86.534704,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,OLDSTATERD46RDST RD 46E,NONE,2019-10-26 08:55:00,,,
MONROE SD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,ST RD 46,N COUNTY LINE RD,,,,39.281744,-86.6848,ST RD,N,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,NCOUNTYLINERDST RD 46 W,STOP SIGN,2019-10-26 13:01:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,2.0,0.0,0.0,,,,S LIBERTY,ST RD 48,,,,39.16461,-86.57913,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SLIBERTYDRW 3RDST,TRAFFIC CONTROL SIGNAL,2019-10-27 20:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,S WALNUT,W SMITH AVE,,50.0,N,39.16813698,-86.53363,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,ESMITHAVESWALNUTST,NONE,2019-10-27 20:03:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,1.0,0.0,0.0,,,,I-69 S,,,0.0,S,39.27181407,-86.52313306,INTERSTATE,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF RD,,,2019-10-27 15:49:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 S,,,1000.0,N,41.15424437,-85.11144414,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69S114,NONE,2019-10-27 23:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N SHILO,N MILLER RD,,500.0,N,39.27129318,-86.460064,COUNTY RD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,MILLERRDSHILORD,NONE,2019-10-27 07:14:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WASHINGTON,E 6TH ST,,,,39.167664,-86.5324,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E6THSTNWASHINGTONST,STOP SIGN,2019-10-27 17:37:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S GARRISON CHAPEL,W RICE RD,,,,39.151552,-86.643504,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,OVERCORRECTING/OVERSTEERING,RIGHT TURN,GARRISONCHAPELRDRICERD,STOP SIGN,2019-10-27 16:31:00,,,
