Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,N CURRY PK,,,1000.0,N,0.0,0.0,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NCURRYPKSTONEBRANCHDR,NONE,2020-01-01 02:50:00,,,
ISP BLOOMINGTON 33,CLEAR CREEK,2,,0.0,0.0,0,,,,E SMITHVILLE RD,S FAIRFAX RD,,0.0,S,39.07114,-86.50318,LOCAL/CITY RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ESMITHVILLERDSFAIRFAXRD,,2020-01-01 11:45:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,Y,116C,I-69 S,W TAPP RD,,0.0,S,39.13682,-86.57319,INTERSTATE,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,116.2I-69,,2020-01-01 12:10:00,,,
MONROE SD,ELLETTSVILLE,1,0.0,0.0,0.0,0,1724.0,,,N RIDGEWAY DR,W VALLEY VIEW DR (SE),,,,39.24408,-86.61481,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NRIDGEWAYDRWVALLEYVIEWDR,NONE,2020-01-01 13:09:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1,,,,I-69 N,,,898.0,W,39.070952291016376,-86.66471026057599,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69I-69,,2020-01-01 17:20:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,W TAPP RD,S PINEHURST DR,,158.0,E,39.13638,-86.54993,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PINEHURSTDRWTAPPRD,,2020-01-02 11:02:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0,,,,N EAGLESON AVE,E 7TH ST,,50.0,N,39.16885,-86.51614,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,INSECURE/LEAKY LOAD,COLLISION WITH OBJECT IN RD,E7THSTNEAGLESON AVEAVE,NONE,2020-01-02 11:45:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,N COLLEGE AVE,,,,39.18624,-86.53453,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,NCOLLEGEAVEST RD 4546BYPASSRD,TRAFFIC CONTROL SIGNAL,2020-01-02 12:47:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S HARRELL RD,E MOFFETT LN,,,,39.0997,-86.49846,COUNTY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,COLLISION WITH OBJECT IN RD,EASTMOFFETTLNSOUTHHARRELLRD,STOP SIGN,2020-01-02 13:14:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,N KINSER PK,,,,39.18642,-86.53771,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NKINSERPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2020-01-02 14:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,3.0,0.0,0,,,,ST RD 46,KINGSTON DR S,,,,39.1642,-86.49304,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E 3RDSTSKINGSTONAVE,TRAFFIC CONTROL SIGNAL,2020-01-03 11:00:00,,,
ISP BLOOMINGTON 33,ELLETTSVILLE,1,,0.0,0.0,0,,,,N UNION VALLEY RD,W RICHLAND PLAZA DR,,317.0,S,39.21674,-86.59269,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,BRAKE FAILURE OR DEFECTIVE,RAN OFF RD,NCRESTWOODDRNUNIONVALLEYRD,,2020-01-03 12:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,3500.0,,,W 3RD ST (WHITEHALL CROSSING),W 3RD ST (WHITEHALL CROSSING),,,,39.88602,-86.00614,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W 3RDST,STOP SIGN,2020-01-03 12:41:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,503.0,,,S MULLER PKWY,,,,,39.16103724179657,-86.56746039020393,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SMULLERPKWY,NONE,2020-01-03 14:32:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 48,S CURRY PK,,,,39.16463,-86.58295,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SCURRYPKW 3RDST,TRAFFIC CONTROL SIGNAL,2020-01-03 20:52:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,4021.0,,,ST RD 48,S CURRY PK,,50.0,W,39.16462894572479,-86.58298748023671,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,SOUTHCURRYPKWEST3RDST,NONE,2020-01-04 06:30:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,1.0,0.0,0,,,,N THOMAS RD,S SALE ST,,,,39.23111,-86.63073,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,WET,,Y-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,BACKING CRASH,SALESTTHOMASRD,STOP SIGN,2020-01-04 14:56:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,,,100.0,S,39.16860542724951,-86.53359285459827,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E7THSTNWALNUTST,NONE,2020-01-04 15:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,S SARE RD,E DAVID DR,,,,39.13856,-86.49655,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EDAVIDDRSSARERD,NONE,2020-01-04 16:37:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,2036.0,,,WALNUT KNOLLS APARTMENT DR,,,,,39.2324956124067,-86.54070644288228,UNKNOWN,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NWALNUTST,NONE,2020-01-05 13:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 48,I-69 S,,,,39.16453,-86.57327,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,S ST RD 37W 3RDST,TRAFFIC CONTROL SIGNAL,2020-01-05 22:24:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,,,0,,,,W 12TH ST,N LINDBERGH DR,,400.0,E,39.17425,-86.55252,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,12THSTLINDBERGHDR,NONE,2020-01-05 23:15:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,6550.0,,,ST RD 46,,,1200.0,E,-3.436685564107675e-05,-7.825273729906682e-06,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,STWINLEAFTRST RD 46E,NONE,2020-01-06 15:12:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S LEONARD SPRINGS RD,W WALNUT LEAF DR,,,,39.14016,-86.58258,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLEONARDSPRINGSRDWWALNUTLEAFDR,STOP SIGN,2020-01-06 17:00:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W COBBLESTONE ST,,,500.0,E,-3.1044444253110125e-05,-2.709521370069057e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,IMPROPER TURNING,REAR END,SOUTHCAVECREEKDRWESTCOBBLESTONEST,NONE,2020-01-06 19:12:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N MAPLE GROVE RD,W LANDCASTER DR,,,,39.21027,-86.56092,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NMAPLEGROVERDWLANDCASTERDR,LN CONTROL,2020-01-07 09:54:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1,,,,I-69 N,,,0.0,S,39.09447838600124,-86.56563586585696,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,113I-69,,2020-01-07 10:35:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,W HEDRICK RD,,,1300.0,W,39.28170790498835,-86.6630009389661,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,NORTHSTINESVILLERDWESTHEDRICKRD,NONE,2020-01-07 12:41:00,,,
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0,,,,N CURRY PK,W WOODYARD,,,,39.19026,-86.58252,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCURRYPKWWOODYARDRD,TRAFFIC CONTROL SIGNAL,2020-01-07 15:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,W 2ND ST,,,,39.16138,-86.53869,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,2NDSTROGERSST,STOP SIGN,2020-01-07 17:15:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 7TH ST,N EAGLESON AVE,,,,39.16885,-86.51614,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTEAGLESON AVEAVE,STOP SIGN,2020-01-07 18:30:00,,True,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,ST RD 446,E WALDRIP CREEK RD,,120.0,N,39.06133,-86.41422,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,EASTWALDRIPCREEKRDST RD 446S,NONE,2020-01-08 05:05:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,ST RD 48,S CURRY PK,,,,39.16462645651627,-86.58296437495855,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,CURRYPKW 3RDST,TRAFFIC CONTROL SIGNAL,2020-01-08 08:30:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,103,M,ST RD 45/46,I-69,,0.0,S,39.18217,-86.55689,UNKNOWN,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,,CONCRETE,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,ST RD 37,,2020-01-08 13:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,N WALNUT ST,E 6TH ST,,100.0,S,39.16755,-86.5336,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,E6THSTNWALNUTST,NONE,2020-01-08 14:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0,,,,ST RD 46,E 7TH ST,,,,39.16761056337319,-86.50003971696215,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTST RD 46N,STOP SIGN,2020-01-08 14:24:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S CURRY PK,W CONSTITUTION WAY,,,,39.15127,-86.58261,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,CONSTITUTIONAVECURRYPK,STOP SIGN,2020-01-08 15:07:00,,,
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,W VERNAL PK,N LOESCH RD,,,,39.1792,-86.59106,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NLOESCHRDWVERNALPK,STOP SIGN,2020-01-08 15:41:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 46,ST RD 45,,,,39.18629,-86.53163,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTST RD 46E,TRAFFIC CONTROL SIGNAL,2020-01-08 16:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S LEONARD SPRINGS RD,W WALNUT LEAF DR,,,,39.14015389282315,-86.58262098317287,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLEONARDSPRINGSRDWWALNUTLEAFDR,NONE,2020-01-08 16:53:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W BLOOMFIELD RD,,,500.0,W,39.15425706274477,-86.56418282910596,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,IMPROPER LN USAGE,OPPOSITE DIRECTION SIDESWIPE,SOUTHWEIMERRDWESTBLOOMFIELDRD,NONE,2020-01-08 18:35:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,ST RD 46,N CAPITOL AVE ,,,,39.22319,-86.60911,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,CAPITOLAVEST RD 46 W,NONE,2020-01-08 19:50:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WASHINGTON ST,E 10TH ST,,,,39.17165,-86.53233,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,TENTHSTWASHINGTONST,STOP SIGN,2020-01-08 21:51:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N MADISON ST,,,300.0,N,-4.906645197733395e-05,-2.3696292831365254e-05,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,,RAN OFF RD,EAST11THSTNORTHMADISONST,NONE,2020-01-09 05:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S TERRA CT,S ZONA CT,,,,39.14244,-86.54608,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,SZONACTTERRACT,NONE,2020-01-09 07:43:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,E MOORES PK,S OLCOTT BLVD,,100.0,W,39.15018,-86.48499,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMOORESPKSOLCOTTBLVD,LN CONTROL,2020-01-09 09:20:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S WALNUT ST,,50.0,E,39.16459,-86.53363,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,3RDSTWALNUTST,LN CONTROL,2020-01-09 09:55:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 10TH ST,N SUNRISE DR,,,,39.17157,-86.51247,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,10THSTSUNRISEDR,TRAFFIC CONTROL SIGNAL,2020-01-09 13:17:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,900.0,,,E 7TH ST,N FORREST AVE (W),,,,39.16847,-86.52235,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,OPPOSITE DIRECTION SIDESWIPE,E7THST,STOP SIGN,2020-01-09 16:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S HENDERSON ST,S BRANDON CT,,,,39.13817,-86.52694,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,SOUTHBRANDONCTSOUTHHENDERSONST,NONE,2020-01-09 16:40:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N DUNN ST,E 7TH ST,,150.0,N,39.16847097439931,-86.52829784427774,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,E7THSTNDUNNST,NONE,2020-01-09 18:05:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S SMITH RD,E LARRY WAYNE DR,,100.0,N,39.14075,-86.48037,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,ELARRYWAYNEDRSSMITHRD,LN CONTROL,2020-01-10 00:12:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N HARTSTRAIT RD,,,900.0,S,39.208511981226614,-86.6115459442172,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,NORTHHARTSTRAITRDWESTWOODYARDRD,NONE,2020-01-10 04:56:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0,,,,ST RD 46,S SHARP ST,,,,39.23594,-86.62794,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SHARPSTST RD 46 W,LN CONTROL,2020-01-10 07:08:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,S POPLAR DR,ST RD 46,,,,39.2375,-86.62922,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,POPLARDRST RD 46 W,STOP SIGN,2020-01-10 07:34:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,ST RD 46,W ARLINGTON RD,,0.0,S,39.20763,-86.57988,ST RD,,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,REAR END,STATERD46 WARLINGTONRD,,2020-01-10 07:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S HIGHLAND AVE,E MILLER DR,,,,39.1468,-86.51742,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EMILLERDRSHIGHLANDAVE,STOP SIGN,2020-01-10 07:39:00,,True,
MONROE SD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,N SMITH PK,W WOODYARD,,1000.0,N,39.19062116837853,-86.583155036836,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKWWOODYARDRD,NONE,2020-01-10 07:54:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0,614.0,,,W ASSOCIATION ST,ALLEY,,15.0,E,39.23336,-86.62587,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WATER (STANDING OR MOVING),,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,614ASSOCIATIONSTALLEYST,LN CONTROL,2020-01-10 09:40:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,W KIRKWOOD AVE,S ROGERS ST,,0.0,S,39.1666,-86.53869,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,FOG/SMOKE/SMOG,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SROGERSSTWKIRKWOODAVE,,2020-01-10 10:10:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,9094.0,,,ST RD 48,,,0.0,S,39.168453105952764,-86.67000824935354,ST RD,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,NON-COLLISION,WST RD 48,,2020-01-10 12:25:00,,,
