Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W TULIP ST,,,250.0,W,39.00854023467306,-86.51765739344935,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,NTHOMASRDWTULIPRD,NONE,2020-08-20 13:01:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 2ND ST,S COLLEGE MALL RD,,,,39.22042362685166,-86.44232814676622,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RIGHT TURN,2NDSTCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2020-08-20 13:12:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S SWAIN AVE,E 3RD ST,,,,39.171369664462176,-86.50723797334186,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVE 3RDST,NONE,2020-08-20 13:26:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S WASHINGTON ST,ALLEY,,300.0,N,39.16273063592671,-86.57634293172387,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,RIGHT TURN,E 2NDSTSWASHINGTONST,NONE,2020-08-20 13:53:00,,True,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E DISCOVERY PKWY,,150.0,S,39.11114691523861,-86.53978191818065,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,REAR END,DISCOVERYPKWYST RD 46E,NONE,2020-08-20 15:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W JACOB DR,N GATES DR,,,,39.06492710334673,-86.53641808579295,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NGATESDRNJACOBSDR,STOP SIGN,2020-08-20 15:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S COLLEGE MALL RD,E 2ND ST,,,,39.18622867820961,-86.53454754258037,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E 2NDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2020-08-20 16:34:00,,,
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,ST RD 37,E SMITHVILLE RD,,1000.0,S,39.03242895036463,-86.49012283535195,ST RD,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ESMITHVILLERDS ST RD 37,LN CONTROL,2020-08-20 18:13:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S ROGERS ST,W WALLS DR,,100.0,S,39.15199224,-86.40120471,COUNTY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,,ROGERSSTWALLSDR,NONE,2020-08-20 18:40:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 17TH ST,,,,39.15333669761958,-86.54061799790378,ST RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,EAST17THSTST RD 46,TRAFFIC CONTROL SIGNAL,2020-08-20 19:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S SARE RD,E ROGERS ST,,,,39.16421023037797,-86.51528247627348,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTROGERSRDSOUTHSARERD,YIELD SIGN,2020-08-20 21:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 17TH ST,N COLLEGE AVE,,,,39.164397487105354,-86.55391949534047,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NCOLLEGEAVEW17THST,TRAFFIC CONTROL SIGNAL,2020-08-21 05:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,401.0,,,B-LINE TRAIL,,,,,39.16419337781579,-86.4812574138791,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NMORTONST,NONE,2020-08-21 11:44:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,W 1ST,,,,39.1715770938642,-86.50215654352394,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,UNSAFE LN MOVEMENT,LEFT TURN,E1STSTSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-08-21 13:18:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 3RD ST,S KIMBLE DR,,,,39.16428103011019,-86.47209588188335,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHKIMBLEDRWEST3RDST,TRAFFIC CONTROL SIGNAL,2020-08-21 13:30:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,ST RD 46,N DUBLIN DR,,0.0,S,39.01349,-86.54733,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd46,,2020-08-21 13:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,ST RD 48,ENTRANCE TO KROGER FUEL CENTER,,300.0,W,39.21371496424183,-86.63040272434985,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SLIBERTYDRW 3RDST,NONE,2020-08-21 14:05:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 46,S SMITH RD,,300.0,E,39.16090258692712,-86.49770722584778,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSSMITHRD,NONE,2020-08-21 17:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S FACULTY AVE,,,,39.16423940036198,-86.515300544752,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,FACULTYAVE 3RDST,NONE,2020-08-21 19:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 17TH ST,,,,39.15557740748999,-86.53247971005713,ST RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,EAST17THSTST RD 46,TRAFFIC CONTROL SIGNAL,2020-08-21 19:32:00,,,
ISP BLOOMINGTON 33,ELLETTSVILLE,1,,0.0,0.0,0,,,,N HARTSTRAIT RD,,,792.0,N,39.1714700365579,-86.49537013572133,COUNTY RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF RD,WHarbisonRdNHartstraitRd,,2020-08-21 21:05:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,W 3RD ST,I-69 S,,,,39.16559029274292,-86.57600155151111,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,69HWYW 3RDST,TRAFFIC CONTROL SIGNAL,2020-08-21 23:23:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,E 3RD ST,S JEFFERSON ST,,50.0,E,39.1608889967446,-86.49774251260172,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSJEFFERSONST,NONE,2020-08-22 16:25:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,ST RD 37,S ST RD 37,,264.0,W,39.07090773076084,-86.53610513310453,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF RD,SOldStateRoad37App.250ftNofOldS ST RD 37,,2020-08-22 16:28:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,ST RD 46,N SALE ST (S),,,,39.13416997720277,-86.53841345966495,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SALESTST RD 46 W,LN CONTROL,2020-08-22 17:12:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N SMITH PK,W CARMOLA DR,,,,39.17971,-86.50727,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKWCARMOLADR,NONE,2020-08-22 17:23:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,ST RD 45,ST RD 45/46,,,,39.13572952122133,-86.49671683846657,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,ST RD 4610THST,TRAFFIC CONTROL SIGNAL,2020-08-22 18:56:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,N WALNUT ST,E KIRKWOOD AVE,,,,39.17901884224419,-86.53474742689079,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,KIRKWOODAVENWALNUTST,TRAFFIC CONTROL SIGNAL,2020-08-22 20:23:00,,,True
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S FAIRFAX RD,E POINTE RD,,,,39.1702831113529,-86.53694501061995,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,FAIRFAXRDSFAIRFAXRD,STOP SIGN,2020-08-22 21:39:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N CLARK ST,,,500.0,N,39.15935330126976,-86.53367621308392,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,8THSTCLARKST,NONE,2020-08-23 08:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 10TH ST,N GRANT ST,,,,39.16450197750432,-86.56800419366965,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,E 10THSTNGRANTST,STOP SIGN,2020-08-23 11:25:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,E ATWATER AVE,S HAWTHORNE DR,,,,39.163595780759735,-86.43815430010179,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,ATWATERAVEHAWTHORNELN,STOP SIGN,2020-08-23 18:10:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 446,,,1397.0,S,39.153671647027295,-86.4952768892938,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,TIRE FAILURE OR DEFECTIVE,OTHER - EXPLAIN IN NARRATIVE,ALLENCREEKRDST RD 446,NONE,2020-08-23 21:34:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,E MOORES PK,S WINFIELD RD,,,,39.1642,-86.48122,LOCAL/CITY RD,Y,URBAN,,,N,,DARK (LIGHTED),CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMOORESPKWINFIELDRD,ROUNDABOUT INTERSECTION,2020-08-23 22:23:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,E 3RD ST,S EAGLESON AVE,,,,39.164248395609896,-86.52104291015114,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAGLESON AVEAVE 3RDST,NONE,2020-08-24 09:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N STINESVILLE RD,,,1250.0,S,39.17968773943906,-86.50727325767726,LOCAL/CITY RD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,,RAN OFF RD RIGHT,RAN OFF RD,NSTINESVILLERDWHEDRICKRD,LN CONTROL,2020-08-24 10:31:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S COLLEGE AVE,W 3RD ST,,,,39.221862039182106,-86.61327070787492,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SCOLLEGEAVEW 3RDST,TRAFFIC CONTROL SIGNAL,2020-08-24 12:16:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S HIGHLAND AVE,E 3RD ST,,,,39.164516240596335,-86.57329501907202,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,HIGHLANDAVE 3RDST,NONE,2020-08-24 12:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S SWAIN AVE,E 3RD ST,,,,39.1642223681472,-86.50713959301177,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVE 3RDST,NONE,2020-08-24 12:42:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N CURRY PK,W JONATHAN DR,,,,39.0852338206372,-86.54277211541407,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,LEFT TURN,SOUTHCURRYPKWESTJONATHONDR,TRAFFIC CONTROL SIGNAL,2020-08-24 13:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,W HILLSIDE DR,,,,39.2337235111735,-86.62472272936961,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EHILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-08-24 15:55:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,120,M,ST RD 45/46,I-69 S,,0.0,S,39.204557899865314,-86.58318967685938,ST RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd46,,2020-08-24 17:45:00,,,
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,W CONSTITUTION AVE,S LIBERTY DR,,,,39.14358163001255,-86.58031382492881,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CONSTITUTIONAVELIBERTYDR,NONE,2020-08-24 18:29:00,,,
DNR LAW ENFORCEMENT,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N ST RD 37,,,1000.0,N,39.1665363981529,-86.53361403648974,UNKNOWN,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,BRYANTSCREEKRDRDOLDST RD 37RDS,NONE,2020-08-24 19:34:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E RHORER RD,S WALNUT ST PK,,,,39.03243968072089,-86.49009333784221,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ERHORERRDSWALNUTSTPK,TRAFFIC CONTROL SIGNAL,2020-08-24 20:23:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,E SCHACHT RD,,,1000.0,E,39.169422965714546,-86.50486930352635,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,EFAIRFAXRDESCHACHTRD,NONE,2020-08-24 21:10:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0,816.0,,,ST RD 46,,,50.0,W,39.17164093102984,-86.52978578109868,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,LEFT TURN,NMATTHEWSDRW MAINST,NONE,2020-08-25 01:01:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N HARTSTRAIT RD,W VERNAL PK,,,,39.1630410365686,-86.52022296052604,COUNTY RD,N,RURAL,N,N,B,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,HARTSTRAITRDVERNALPK,STOP SIGN,2020-08-25 04:54:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,I-69 N,,,100.0,N,39.01118808155152,-86.47160111171495,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69 N112,NONE,2020-08-25 05:20:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45,,,1000.0,E,39.150364314134066,-86.50093427848603,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTPETEELLISDR,NONE,2020-08-25 08:00:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,1.0,0.0,0,,,,ST RD 46,N UNION VALLEY RD,,300.0,E,39.164218973235435,-86.5164447407123,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,NUNIONVALLEYRDST RD 46 W,NONE,2020-08-25 10:21:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S OAKDALE DR,W BLOOMFIELD RD,,,,39.281744,-86.662992,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,IMPROPER PASSING,REAR END,SOAKDALEDRWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2020-08-25 12:44:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S HIGHLAND AVE,E 3RD ST,,,,39.164592443811024,-86.53489505718039,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,HIGHLANDAVE 3RDST,NONE,2020-08-25 13:05:00,,,
MONROE SD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,ST RD 45,W DINSMORE RD (NE),,,,39.16427,-86.51772,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 45 WWDINSMORERD,NONE,2020-08-25 17:35:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N EAGLESON AVE,E LINGELBACH LN,,,,39.16425,-86.51526,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ELINGELBACHLNEAGLESON AVEAVE,NONE,2020-08-25 18:18:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45,ENTRANCE TO SAM'S CLUB,,,,39.168327799750045,-86.5829716324397,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,INTERSTATE69RAMPWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2020-08-25 19:35:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1,112.0,,,I-69 S,,,1214.0,N,39.15050959867091,-86.53367149564006,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,RIGHT ANGLE,WBurmaRdI-69,,2020-08-25 21:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W KIRKWOOD AVE,S MAPLE ST,,,,39.18213176280412,-86.55693645256379,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SOUTHMAPLESTWESTKIRKWOODAVE,NONE,2020-08-25 21:09:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,1.0,0.0,0,,,,ST RD 46,S SHARP ST,,,,39.151190263152685,-86.57687281971575,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,OTHER - EXPLAIN IN NARRATIVE,SSHARPSTWTEMPERANCEST,LN CONTROL,2020-08-26 00:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,E GROSS RD,,,1500.0,E,39.427275725804094,-86.48081476664724,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,EGROSSRDSKNGHTRIDGERD,NONE,2020-08-26 12:02:00,,,
