Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E 17TH,N DUNN ST,,,,39.2231809999543,-86.60915234803308,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,17THSTDUNNST,TRAFFIC CONTROL SIGNAL,2019-03-04 09:48:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,I-69 N,,,150.0,S,39.193641276492365,-86.57143674385028,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,I-69124.0,LN CONTROL,2019-03-04 14:36:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,I-69 S,,,100.0,N,39.162796779687106,-86.53364615285787,ST RD,N,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SR69S105,NONE,2019-03-04 15:15:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,W ELWREN RD,,1500.0,S,39.23376,-86.6247,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,ELWRENRDST RD 45,LN CONTROL,2019-03-04 20:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,3000.0,,,W 3RD,I-69,,,,39.16658426590037,-86.54093724635804,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,3000WEST3RDSTSOUTHSTATERD37,TRAFFIC CONTROL SIGNAL,2019-03-05 08:59:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,E 6TH ST,,,,39.16658669876742,-86.5409480739154,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,E6THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2019-03-05 13:35:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S BALLANTINE,E 3RD ST,,,,39.16753228604043,-86.53868025267778,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,RIGHT ANGLE,BALLANTINERD3RDST,NONE,2019-03-05 13:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,S FAIRFAX,S WISLEY LN,,1800.0,S,39.69117806,-86.28272014,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SFAIRFAXRDSWISLEYLN,NO PASSING ZONE,2019-03-05 19:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,S ROCKPORT RD,,,,39.16662943999518,-86.54094585367528,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ROCKPORTRDROGERSST,TRAFFIC CONTROL SIGNAL,2019-03-05 08:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S ROGERS,W DRISCOLL ST,,,,39.16663,-86.54092,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROGERSSTWDRISCOLLST,NONE,2019-03-05 20:33:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,2108.0,,,S ROGERS,,,,,39.1666150823113,-86.54094849857965,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SROGERSST,NONE,2019-03-05 20:37:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,S WEIMER,W SUDBURRY DR,,500.0,S,39.17902,-86.52704,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SWEIMERRDWSUDBURRYDR,NONE,2019-03-05 09:28:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W DILLMAN,S WALNUT ST,,,,39.013492868842086,-86.54499344637625,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SDILLMANRDSOLDSTRD37HWY,NONE,2019-03-05 10:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W ROSEWOOD,N IRONWOOD CT,,,,39.16313,-86.52727,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NIRONWOODCTWROSEWOODDR,NONE,2019-03-05 12:19:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 46,N LOWER BIRDIE GALYAN RD,,500.0,E,39.17898199662745,-86.52832358127998,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NLOWERBIRDIEGALYANRDST RD 46E,NO PASSING ZONE,2019-03-06 19:51:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 2ND,S WALKER ST,,,,-4.359294476396534e-05,-2.31661164698029e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWALKERSTW 2NDST,TRAFFIC CONTROL SIGNAL,2019-03-06 08:41:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W BLOOMFIELD,S OAKDALE DR,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOAKDALESQWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2019-03-06 17:05:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S SARE,E MOORES PK,,500.0,S,39.10763717798541,-86.64367657877015,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMOORESPKSOUTHSARERD,NONE,2019-03-06 14:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E 7TH,N EAGLESON AVE,,804.0,W,39.164526369532744,-86.57328653755957,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTEAGLESON AVEAVE,NONE,2019-03-06 14:47:00,,,True
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,125,A,I-69 N,,,,,39.167540753913634,-86.53360557492064,INTERSTATE,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,I-69 N,ROUNDABOUT INTERSECTION,2019-03-06 19:12:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,N WALNUT,W 8TH ST,,,,39.16425981929199,-86.51916901118574,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NWALNUTSTW8THST,STOP SIGN,2019-03-06 16:17:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,S SOMMERSBE PL,,,,39.05463,-86.49835,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROGERSRDWSOMMERSBEPL,NONE,2019-03-06 15:43:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,I-69,Y,,,39.14602333481742,-86.53889163226356,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,N ST RD 37W 3RDST,TRAFFIC CONTROL SIGNAL,2019-03-07 13:56:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,ST RD 48,S GATES DR,,,,39.15251754175612,-86.5387512693979,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SGATESDRW 3RDST,TRAFFIC CONTROL SIGNAL,2019-03-07 16:00:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,W AIRPORT RD,,,,39.1656615836419,-86.53864135036062,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 45 WWAIRPORTRD,TRAFFIC CONTROL SIGNAL,2019-03-07 07:16:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,E ASTGATE LN,,115.0,N,39.14931796590009,-86.56409251520913,ST RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,WET,,RAILRD CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTST RD 46E,OTHER REGULATORY SIGN/MARKING,2019-03-07 16:10:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 48,W VERNAL PK,,200.0,W,39.14302094157481,-86.53153783175237,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,ST RD 48WVERNALPK,NONE,2019-03-07 05:45:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,S SALE,ST RD 46,,,,39.205419846860565,-86.54680888600463,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SALESTTEMPERANCEST,LN CONTROL,2019-03-07 14:55:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E BETHEL,N BAUGH RD,,400.0,E,39.16265067566443,-86.41337518878196,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EBETHELLNNBAUGHRD,NO PASSING ZONE,2019-03-07 19:33:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N HARTSTRAIT,,,2600.0,S,39.16138951349556,-86.54618943661187,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NHARTSTRAIGHTRDWMAJESTICWOODSDR,NO PASSING ZONE,2019-03-07 17:12:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W MCNEELY ST,,,,39.14977,-86.56889,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,NORTHUNIONVALLEYRDWESTMCNEELYST,STOP SIGN,2019-03-07 19:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 45,S DARRELL DR,,300.0,E,39.150425541664184,-86.49921142097054,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,DARRELLDRST RD 45 W,LN CONTROL,2019-03-07 19:51:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,0.0,0.0,0.0,,,,W VINE,N MATTHEWS DR,,,,39.16885,-86.51614,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,NORTHMATTHEWSDRWESTVINEST,STOP SIGN,2019-03-07 14:36:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,WOODBRIDGE,ST RD 45,,,,-7.006699141882219e-06,-3.9018315907520634e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,E 10THSTWOODBRIDGEDR,STOP SIGN,2019-03-07 09:03:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N UNION,E 10TH ST,,,,39.16945634160749,-86.53358004186919,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,10THSTNUNIONST,TRAFFIC CONTROL SIGNAL,2019-03-08 09:20:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,E 7TH ST,,50.0,S,39.125763244119206,-86.53894832394484,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,,,E7THSTNWALNUTST,NONE,2019-03-08 11:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,E 7TH ST,,20.0,N,39.16451815725607,-86.57331710934673,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,LOOSE MATERIAL ON RD,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,E7THSTSTNWALNUTSTST,TRAFFIC CONTROL SIGNAL,2019-03-08 22:27:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E 10TH,N EAGLESON AVE,,100.0,W,39.164534812382975,-86.57620118702073,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAGLESON AVEAVETENTHST,NONE,2019-03-08 05:50:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 37,S WALNUT ST,,,,39.13633935086193,-86.59440691703014,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 37WALNUTST,TRAFFIC CONTROL SIGNAL,2019-03-08 11:40:00,,,
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,ST RD 45,W AIRPORT RD,,1500.0,E,39.17013555993704,-86.50141253822454,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,AIRPORTRDST RD 45 W,NONE,2019-03-08 09:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,S WALNUT,E HILLSIDE DR,,,,39.16842,-86.66119,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EHILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL,2019-03-08 13:22:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,DANIELS,W ZENITH DR,,50.0,N,39.23374912144369,-86.62473241233367,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,DANIELSWAYZEANETHDR,TRAFFIC CONTROL SIGNAL,2019-03-08 03:36:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S UNION ST,,,,39.21303,-86.48684,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,3RDSTUNIONST,STOP SIGN,2019-03-08 03:03:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E WHISNAND,N ST RD 37,,500.0,E,38.9065577854158,-86.60985200551411,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EWHISNANDRDNBUSINESS37RD,NONE,2019-03-08 08:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E WHISNAND,N ST RD 37,,500.0,E,39.23745895664608,-86.59282103777566,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EWHISNANDRDNBUSINESS37RD,NONE,2019-03-08 08:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N SHELBURNE,W WINTERBERRY CT,,,,39.11509,-86.62768,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,NSHELBURNEDRWWINTERBERRYCT,NONE,2019-03-08 05:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,W 2ND,S MORTON ST,,,,39.23543,-86.62562,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMORTONSTW 2NDST,OTHER,2019-03-08 10:39:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0.0,2863.0,,,W 3RD,S WYNNDALE DR,,53.0,W,39.17154,-86.49087,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE SPEED,REAR END,,,2019-03-08 12:08:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W ZENITH,DANIELS WAY,,,,39.17157,-86.50945,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RDWAY SURFACE CONDITION,REAR END,NDANIELSWAYWZENITHDR,STOP SIGN,2019-03-08 08:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,3RD,1,I-69 N,W 3RD ST,Y,,,39.16852444278152,-86.53360917345226,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,RAMP,CURVE/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,SR69N,YIELD SIGN,2019-03-09 11:57:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,N WALNUT ST,,250.0,E,39.16850951891419,-86.53358704079528,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,NWALNUTSTST RD 4546E,LN CONTROL,2019-03-09 10:09:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S GATES,ST RD 48,,,,39.17154287786612,-86.51566463244761,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTNGATESDR,YIELD SIGN,2019-03-09 14:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N COLLEGE,W 11TH ST,,,,39.16633500921825,-86.53353174602745,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,11THSTCOLLEGEAVE,TRAFFIC CONTROL SIGNAL,2019-03-09 11:05:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,E TRAILWAY DR,,1700.0,E,39.136363120252895,-86.59442747279566,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SEVERE CROSS WIND,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH OBJECT IN RD,ST RD 46TRAILWAYDR,LN CONTROL,2019-03-09 23:20:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N FOREST PARK DR,,,,39.15051,-86.53367,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FORESTPARKDRST RD 46 W,STOP SIGN,2019-03-09 20:05:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N MATTHEWS DR,,50.0,E,39.17010097080643,-86.59831776272577,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,NMATTHEWSDRW MAINST,LN CONTROL,2019-03-10 17:42:00,,,
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W SIMS,S PLAZA DR,,100.0,W,39.16427,-86.50938,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,LEFT TURN,SPLAZADRWSIMSLN,NONE,2019-03-10 16:47:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N SMITH,W WOODYARD,,1056.0,N,39.224634512758755,-86.53981272136409,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMITHPKWOODYARDRD,LN CONTROL,2019-03-11 14:20:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,W CHAFIN CHAPEL RD,,600.0,W,39.224615970102114,-86.53978645180197,ST RD,N,RURAL,N,N,B,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ST RD 46 WWCHAFFINCHAPPELRD,NO PASSING ZONE,2019-03-11 23:29:00,,,
