Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 48,W VERNAL PK,,3500.0,W,39.08207096526115,-86.51583052055517,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ST RD 48WWVERNALPK,NONE,2019-08-19 17:57:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S COLLEGE MALL,E COVENANTER DR,,,,39.056842542290106,-86.49858295388563,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,COLLEGEMALLRDCOVENANTERDR,TRAFFIC CONTROL SIGNAL,2019-08-19 09:23:00,,True,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 37,E SMITHVILLE RD,,,,39.14311250724463,-86.40604664639889,ST RD,N,RURAL,N,Y,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESMITHVILLERDS ST RD 37,NONE,2019-08-19 08:54:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E SMITHVILLE,S FAIRFAX RD,,,,39.06391028850585,-86.54084766902574,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESMITHVILLERDSFAIRFAXRD,STOP SIGN,2019-08-19 20:14:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 N,,,250.0,N,39.18215491443601,-86.55690432881838,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,COLLISION WITH OBJECT IN RD,I-69 N123.5,NONE,2019-08-19 15:13:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W COUNTRYSIDE,S ZONA CT,,,,39.13597,-86.53111,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SZONACTWCOUNTRYSIDELN,NONE,2019-08-19 10:43:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,2.0,0.0,0.0,,,,E 3RD,S COLLEGE MALL RD,,,,39.171960431756844,-86.58301667239343,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-08-20 16:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 45/46,N KINSER PK,,,,41.302498172225086,-85.08737203905363,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,NKINSERPKST RD 46E,TRAFFIC CONTROL SIGNAL,2019-08-20 16:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S WALNUT ST PK,,,,39.13033282906949,-86.58261767658377,LOCAL/CITY RD,N,URBAN,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EWINSLOWRDSWALNUTSTPK,NONE,2019-08-20 15:31:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N UNION,E 10TH ST,,,,39.245726118797705,-86.63673321006391,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,TENTHSTUNIONST,NONE,2019-08-20 13:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E 4TH ST,,100.0,S,39.167541711020064,-86.5348665545447,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,REAR END,E4THSTSWALNUTST,TRAFFIC CONTROL SIGNAL,2019-08-20 15:19:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N COLLEGE,W 7TH ST,,,,39.18508482303935,-86.54176014843225,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,LEFT/RIGHT TURN,E7THSTNCOLLEGEAVE,TRAFFIC CONTROL SIGNAL,2019-08-20 14:26:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S OVERHILL DR,,,,39.229366760004694,-86.62357035104634,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E 3RDSTSOVERHILLDR,NONE,2019-08-20 18:12:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 46,E 7TH ST,,,,39.2654791211137,-86.51981539953361,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,7THSTST RD 46E,NONE,2019-08-20 12:25:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,E SWAIN AVE,,50.0,W,39.13636242147928,-86.50852348364296,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,LEFT TURN,3RDSTSWAINAVE,NONE,2019-08-20 17:20:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E SMITHVILLE,S ZIKES RD,,900.0,W,39.15752830445232,-86.53486159599066,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ESMITHVILLERDSZIKESRD,NONE,2019-08-20 17:44:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CURRY,INDUSTRIAL BLVD,,,,39.36262702998774,-86.58278093827144,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPKWINDUSTRIALBLVD,NONE,2019-08-20 17:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,W DODDS ST,,400.0,S,39.16666163341893,-86.55101642493395,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SROGERSSTWDODDSST,NONE,2019-08-20 16:57:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,3291.0,,,S WALNUT ST PK,,,,,39.23718793825613,-86.53367226941154,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,RAN OFF RD RIGHT,RAN OFF RD,SWALNUTSTPK,NONE,2019-08-20 18:54:00,,,
MONROE SD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,W RATLIFF,N HARTSTRAIT RD,,,,39.18621901499421,-86.53456450987645,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NHARTSTRAITRDWRATLIFFRD,NONE,2019-08-20 14:58:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W VERNAL,N THOMAS RD,,630.0,E,39.18628209440686,-86.52845012276924,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,NTHOMASRDWVERNALPK,NONE,2019-08-20 17:08:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,E 10TH ST,,,,39.171366828183984,-86.50721662084885,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTST RD 46S,TRAFFIC CONTROL SIGNAL,2019-08-21 15:05:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S ARBUTUS DR,,150.0,N,39.16313,-86.52727,UNKNOWN,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E 3RDSTSARBUTUSDR,NONE,2019-08-21 14:30:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 9TH,N PARK AVE,,50.0,W,39.11713459915361,-86.53332868478805,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,OTHER - EXPLAIN IN NARRATIVE,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,NINTHSTPARKAVE,NONE,2019-08-21 20:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E UNIVERSITY,S HENDERSON ST,,,,39.20758506672835,-86.57991694097053,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EUNIVERSITYSTSHENDERSONST,STOP SIGN,2019-08-21 16:53:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,S 1ST,E RITTER ST,,,,39.16842,-86.66119,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIRSTSTRITTERST,NONE,2019-08-21 14:08:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 48,S FIELDSTONE BLVD,,,,39.09295,-86.54415,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIELDSTONEBLVDST RD 48W,LN CONTROL,2019-08-21 23:59:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,S PETE LLIS DR,,,,39.122244988992136,-86.5714387305595,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,RAN OFF RD,E 3RDSTSPETEELLISDR,TRAFFIC CONTROL SIGNAL,2019-08-22 14:05:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 45/46,ST RD 45,,,,39.11947775732871,-86.61882463567464,US ROUTE,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 45ST RD 46,TRAFFIC CONTROL SIGNAL,2019-08-22 20:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,E 3RD,S COLLEGE MALL RD,,,,39.17014642586096,-86.50137444060638,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-08-22 12:42:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N WALNUT,ST RD 45/46,,100.0,S,39.227622643559656,-86.6159603862512,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,4546BYPNWALNUTST,NONE,2019-08-22 11:59:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SWAIN,E 3RD ST,,,,39.22102306925048,-86.60543600400135,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVE 3RDST,NONE,2019-08-22 19:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 48,S GATES DR,,,,39.168397335155795,-86.66123893976852,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ILLNESS,SAME DIRECTION SIDESWIPE,SGATESDRW 3RDST,TRAFFIC CONTROL SIGNAL,2019-08-22 11:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E GRIMES LN,,,,39.155136791122565,-86.49774482789125,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,GRIMESAVEWALNUTST,TRAFFIC CONTROL SIGNAL,2019-08-22 12:20:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S FESS AVE,,100.0,E,39.07091,-86.5361,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,FESSAVE 3RDST,NONE,2019-08-22 19:18:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S PATTERSON,W 2ND ST,,125.0,S,39.07111413784664,-86.50319617282254,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN RD,2NDSTPATTERSONDR,LN CONTROL,2019-08-22 22:17:00,,,True
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,N OUTBACK RD,,,,41.28828669,-85.08707972,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NORTHOUTBACKCTST RD 46 W,TRAFFIC CONTROL SIGNAL,2019-08-22 20:57:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N SMITH,W WOODYARD,,,,39.14313972992431,-86.5463115552435,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SMITHPKPKWOODYARDRD,NONE,2019-08-22 18:33:00,,,
ISP BLOOMINGTON 33,ELLETTSVILLE,3,0.0,0.0,0.0,0.0,,,,ST RD 46,W ARLINGTON RD,,,,39.16418346079546,-86.49829396203934,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ARLINGTONRDST RD 46,TRAFFIC CONTROL SIGNAL,2019-08-22 14:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E SAMPLE,W ST RD 37,,4000.0,W,39.18638543111089,-86.53772029428545,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ESAMPLERDNOLDST RD 37RD,NONE,2019-08-22 15:18:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E MOORES,S COLLEGE MALL RD,,60.0,W,39.13597315290239,-86.52881313634957,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,EMOORESPKSCOLLEGEMALLRD,NONE,2019-08-22 18:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,E 7TH,N INDIANA AVE,,,,39.17155805186836,-86.50947105773544,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,7THSTINDIANAAVE,STOP SIGN,2019-08-22 09:49:00,,True,
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,E MIAMI,S SHAWNEE DR,,150.0,E,39.16558,-86.53361,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,MIAMISTSHAWNEEDR,OTHER,2019-08-22 00:27:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W MCNEELY ST,,,,39.168526054956786,-86.53487229589594,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,NUNIONVALLEYRDWMCNEELYST,STOP SIGN,2019-08-22 07:39:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,3004.0,,,S ACADIA,ACADIA CT,,,,39.16425,-86.50164,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,NON-RDWAY CRASH,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,SACADIACT,STOP SIGN,2019-08-22 18:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,W DODDS ST,,,,39.16763480093475,-86.50004509306444,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DODDSSTROGERSST,STOP SIGN,2019-08-22 09:43:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,W FLATWOODS RD,,500.0,W,39.16420571183679,-86.5153013785851,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,FLATWOODSRDST RD 46 W,NONE,2019-08-22 16:39:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45/46,E 10TH ST,,,,39.07110504970028,-86.525408674126,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 45ST RD 46,TRAFFIC CONTROL SIGNAL,2019-08-23 13:50:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S EAGLESON AVE,,,,39.143910830481964,-86.58263518267943,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,EAGLESON AVEAVE 3RDST,LN CONTROL,2019-08-23 17:40:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N COLLEGE,W 7TH ST,,,,39.15745665975292,-86.53869748188983,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NCOLLEGEAVEW7THST,TRAFFIC CONTROL SIGNAL,2019-08-23 14:31:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 46,E 7TH ST,,,,39.16562537808067,-86.5336005054917,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,7THSTST RD 46E,NONE,2019-08-23 12:00:00,,,
MONROE SD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,ST RD 37,S ZIKES RD,,150.0,N,39.20909523278345,-86.61138611201653,ST RD,N,RURAL,N,Y,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SOUTHZIKESRDS ST RD 37,LN CONTROL,2019-08-23 17:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 2ND,S HENDERSON ST,,,,39.18904619195344,-86.63019305764182,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,WRONG WAY ON ONE WAY,RIGHT ANGLE,2NDSTHENDERSONST,LN CONTROL,2019-08-23 16:51:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W LYNW DR,,,,39.17162,-86.50215,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,LYNWESTDRUNIONVALLEYRD,NONE,2019-08-23 15:59:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SARE,S CATHCART RD,,,,39.16426112775973,-86.51220361816615,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTCATHCARTSTSOUTHSARERD,LN CONTROL,2019-08-23 20:24:00,,,
BLOOMINGTON PD,BLOOMINGTON,4,0.0,2.0,0.0,0.0,,,,ST RD 45/46,,,1000.0,W,39.170421679796306,-86.52468892664514,LOCAL/CITY RD,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,NORTHSTONELAKEDRWESTSTATERD4546BYP,NONE,2019-08-23 16:17:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W CEDAR CHASE,W RED ROCK RD,,2400.0,W,39.16039,-86.52718,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,WCEDARCHASEDRWREDROCKRD,NONE,2019-08-23 19:31:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W ST RD 37,W GOURLEY PK,,500.0,N,39.22934875179359,-86.62357870940417,LOCAL/CITY RD,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,LOOSE MATERIAL ON RD,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,RAN OFF RD RIGHT,RAN OFF RD,OLDST RD 37RDWGOURLEYPK,NONE,2019-08-23 16:13:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S SWAIN AVE,,,,39.16482660630752,-86.60536388954297,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SWAINAVE 3RDST,NONE,2019-08-24 11:31:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 17TH,N EAGLESON AVE,,508.0,W,39.164159691228285,-86.49496799143886,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,LEFT TURN,EAST17THSTEAGLESON AVEAVE,NONE,2019-08-24 20:00:00,,,
