_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
1,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,W ROCK E RD,,,1300.0,W,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,MOUNTZIONRDROCKEASTRD,NONE,2021-12-31 00:30:00,,,
2,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,E SMITHVILLE RD,,,300.0,E,,,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,POPULARESTSMITHVILLERD,LN CONTROL,2021-12-31 00:50:00,,,
3,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 46,E 3RD ST,,0.0,,39.16433,-86.47207,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO MAINTAIN LN,SAME DIRECTION SIDESWIPE,STATERD46E 3RDST,,2021-12-31 12:31:00,,,
4,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,7533,,,N CAPTAINS WAY,,,,,,,LOCAL/CITY RD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,GRAVEL,UNSAFE BACKING,BACKING CRASH,NCAPTAINSWAY,NONE,2021-12-31 22:15:00,,,
5,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W VERNAL PK,N OARD,,,,39.18115,-86.63723,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,Y-INTERSECTION,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,OARDRDVERNALPK,NONE,2021-12-30 02:41:00,,,
6,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S CLARIZZ BLVD,ST RD 46,,0.0,,39.1642,-86.49084,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SCLARIZZBLVDE 3RDST,,2021-12-30 14:36:00,,,
7,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,500,,,S MULLER PKWY,,,0.0,,,,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF RD,500SMULLERPKWY,,2021-12-30 17:30:00,,,
8,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,INDIANA RAILRD,,,0.0,,39.172793432334494,-86.55876312359048,UNKNOWN,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF RD,WGRAYST,,2021-12-30 18:05:00,,,
9,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E WYLIE ST,S WASHINGTON ST,,0.0,,39.15836,-86.53242,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SWASHINGTONSTEWYLIEST,,2021-12-29 02:56:00,,,
10,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W 3RD ST,I-69 N,,,,39.16453,-86.57303,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF RD,STATERD69HWYW 3RDST,NONE,2021-12-29 03:45:00,,,
11,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W VERNAL PK,N LOGAN RD,,200.0,E,39.17923,-86.57427,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,NLOGANRDWVERNALPK,LN CONTROL,2021-12-29 10:00:00,,,
12,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S ROGERS ST,W COUNTRY CLUB DR,,0.0,,39.13604,-86.53827,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WCOUNTRYCLUBSROGERSST,,2021-12-29 12:28:00,,,
13,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 48,,,2500.0,E,,,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,GARRISONCAHPELRDST RD 48W,NONE,2021-12-29 16:31:00,,,
14,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,ST RD 45/46,E 10TH ST,,,,39.17162,-86.50215,ST RD,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 10THSTST RD 4546S,STOP SIGN,2021-12-29 19:31:00,,,
15,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S STONECHASE CROSSING,,,500.0,E,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,SSTONECHASEXINGWCOBBLESTONEST,NONE,2021-12-29 22:33:00,,,
16,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E HILLSIDE DR,S HUNTINGTON DR,,0.0,,39.15055,-86.52081,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SHUNTINGTONDREHILLSIDEDR,,2021-12-28 04:49:00,,,
17,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,N ST RD 37,,,600.0,N,,,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NORTHBUSINESS37RDWESTBAYLESRD,NONE,2021-12-28 06:25:00,,,
18,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,W BLOOMFIELD RD,S ADAMS ST,,0.0,,39.16038,-86.55083,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ILLNESS,RAN OFF RD,WBLOOMFIELDRDSADAMSST,,2021-12-28 09:12:00,,,
19,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N KINSER PK,ST RD 45/46,,,,39.18642,-86.53771,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NKINSERPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2021-12-28 12:10:00,,,
20,BLOOMINGTON PD,BLOOMINGTON,3,,1.0,0,0,,,,W COUNTRY CLUB DR,S BANTA AVE,,500.0,,39.13625,-86.54483,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,S.BANTAAVE1000BLKW.COUNTRYCLUBDR,,2021-12-28 15:18:00,,,
21,BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,S ADAMS ST,S PATTERSON DR,,,,39.16271,-86.55048,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,SPATTERSONDRW 3RDST,TRAFFIC CONTROL SIGNAL,2021-12-28 20:30:00,,,
22,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,1535,,,S GARRISON CHAPEL RD,,,500.0,N,39.14163146829427,-86.6428183783815,UNKNOWN,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,speed too fast - weather conditions (originally: RAN OFF RD),1535SGARRISONCHAPELRDWSPICERLN,LN CONTROL,2021-12-28 20:56:00,,,
23,MONROE SD,BLOOMINGTON,1,0.0,3.0,0,0,,,,S ROCKPORT RD,W TRAMWAY RD,,200.0,S,39.08355,-86.59276,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SROCKPORTRDWTRAMWAYRD,NONE,2021-12-27 08:40:00,,,
24,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 48,,,1400.0,W,39.16377048353011,-86.62475047323909,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NOARDRDST RD 48W,NO PASSING ZONE,2021-12-27 12:30:00,,,
25,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,ST RD 46,ST RD 45,,220.0,,39.18629,-86.53163,ST RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD4610THST,,2021-12-27 20:10:00,,,
26,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S FAIRFAX RD,E SANDERS SECOND AVE,,150.0,S,39.08209,-86.51579,LOCAL/CITY RD,Y,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EASTSANDERSSECONDAVESOUTHFAIRFAXRD,NONE,2021-12-27 23:17:00,,,
27,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,W ARLINGTON RD,,150.0,E,39.20763,-86.57988,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,ARLINGTONRDST RD 46E,TRAFFIC CONTROL SIGNAL,2021-12-26 08:54:00,,,
28,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,I-69,N,W 3RD ST,I-69 N,,,,39.1645265093402,-86.57304712400288,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDST,TRAFFIC CONTROL SIGNAL,2021-12-26 10:35:00,,,
29,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,800,,,N ALLEN ST,KELLY ST,,,,39.23735,-86.62669,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,NALLENST,NONE,2021-12-25 10:10:00,,,
30,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W WOODYARD,,,500.0,W,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NSMITHPKWWOODYARDRD,LN CONTROL,2021-12-25 12:04:00,,,
31,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,ST RD 46,S CLARIZZ BLVD,,,,39.1642,-86.49084,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF RD,CLARIZZBLVDE 3RDST,TRAFFIC CONTROL SIGNAL,2021-12-25 13:38:00,,,
32,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,S GARRISON CHAPEL RD,,,,39.11107,-86.63819,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,GARRISONCHAPLRDST RD 45N,STOP SIGN,2021-12-24 10:33:00,,,
33,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,W VERNAL PK,,,1000.0,W,,,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,6000BLOCKWESTVERNALPK6000BLOCKWESTVERNALPK,NONE,2021-12-24 11:05:00,,,
34,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S WASHINGTON ST,E GRIMES LN,,0.0,,39.15334,-86.53249,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHWASHINGTONEASTGRIMES,,2021-12-24 17:07:00,,,
35,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,E SCHACHT RD,,,1800.0,E,39.107003663058485,-86.52353537638011,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF RD,ESCHACHTRDSFAIRFAXRD,NONE,2021-12-24 19:05:00,,,
36,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S COLLEGE MALL RD,ENTRANCE TO EASTLAND PLAZA,,120.0,,39.15732,-86.49783,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEMALLRDE 3RDST,,2021-12-23 03:00:00,,,
37,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,N WALNUT ST,ST RD 45/46,,0.0,,39.18620170229909,-86.53455695426283,LOCAL/CITY RD,,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,STATERD46NWALNUTST,,2021-12-23 05:38:00,,,
38,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,N ADAMS ST,INDIANA RAILRD BRIDGE,,50.0,S,39.16866,-86.54966,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN RD,NADAMSSTWFOUNTAINDR,NONE,2021-12-23 05:50:00,,,
39,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,1,,,,W ST RD 37,N ST RD 37,,0.0,,39.33399,-86.51274,LOCAL/CITY RD,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NOLDSTATERD37NOLDSTATERD37,,2021-12-23 06:31:00,,,
40,DNR LAW ENFORCEMENT,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 446,ENTRANCE TO CUTRIGHT STATE RECREATION AREA,,10.0,N,39.12015,-86.43071,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,LEFT TURN,CUTRIGHTRDSST RD 446S,NONE,2021-12-23 13:25:00,,,
41,MONROE SD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,ST RD 46,N SMITH PK,,,,39.20996,-86.58271,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2021-12-23 15:18:00,,,
42,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S EAGLESON AVE,,90.0,E,39.16425,-86.51641,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,EAGLESON AVEAVE 3RDST,NONE,2021-12-23 15:34:00,,,
43,BLOOMINGTON PD,BLOOMINGTON,2,0.0,4.0,0,0,,,,ST RD 48,S CURRY PK,,300.0,E,39.16463,-86.58295,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ACCELERATOR FAILURE OR DEFECTIVE,LEFT TURN,SCURRYPKW 3RDST,NONE,2021-12-23 18:08:00,,,
44,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,I-69 N,W 3RD ST,,211.0,,39.16453,-86.57303,INTERSTATE,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,I-69 NBMM118118,,2021-12-22 06:36:00,,,
45,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 45/46,N MONROE ST,,300.0,,39.1868,-86.54666,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,STATERD46NORTHMONROEST,,2021-12-22 07:15:00,,,
46,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 446,S SWARTZ RIDGE RD,,,,39.12954,-86.44695,ST RD,N,RURAL,N,Y,N,,DAWN/DUSK,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,SSWARTZRDGST RD 446S,NONE,2021-12-22 07:40:00,,,
47,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,,,0.0,,39.27349347544349,-86.52355173644256,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,I-69125,,2021-12-22 14:06:00,,,
48,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,219,,,E 17TH ST,,,0.0,,39.1789386399812,-86.53155119026098,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,LEFT TURN,219EAST17TH,,2021-12-22 18:40:00,,,
49,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S HENDERSON ST,E HILLSIDE DR,,0.0,,39.15056,-86.52692,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SHENDERSONSTEHILLSIDEDR,,2021-12-22 19:02:00,,,
50,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,N SHUFFLE CREEK RD,,,1000.0,N,39.22994393337288,-86.41611089935948,LOCAL/CITY RD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,,NSHUFFLECREEKRDST RD 45E,NONE,2021-12-22 19:26:00,,,
51,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E KIRKWOOD AVE,UNIVERSITY AVE,,180.0,E,39.16653,-86.52783,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,LEFT/RIGHT TURN,EKIRKWOODAVENFORRESTAVE,NONE,2021-12-21 09:27:00,,,
52,ISP BLOOMINGTON 33,ELLETTSVILLE,3,,0.0,0,0,,,,ST RD 46,N OUTBACK RD,,0.0,,39.21506,-86.59278,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46NOUTBACKDR,,2021-12-21 12:31:00,,,
53,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,E MOORES PK,S OLCOTT BLVD,,,,39.15018,-86.48499,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMOORESPKSOLCOTTBLVD,LN CONTROL,2021-12-21 12:36:00,,,
54,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,I-69,,,0.0,,-3.284294719792521e-05,-4.472547990477009e-05,INTERSTATE,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,69117,,2021-12-21 15:12:00,,,
55,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,S HENDERSON ST,E ATWATER AVE,,,,39.16313,-86.52727,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,ATWATERAVEHENDERSONST,TRAFFIC CONTROL SIGNAL,2021-12-21 15:30:00,,,
56,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S HENDERSON ST,E GRAHAM DR,,0.0,,39.13943,-86.52694,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SHENDERSONSTEGRAHAMDR,,2021-12-21 15:49:00,,,
57,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S SARE RD,E CANADA DR,,0.0,,39.12658,-86.5043,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SSARERDECANADADR,,2021-12-21 17:03:00,,,
58,BLOOMINGTON PD,BLOOMINGTON,3,,0.0,0,0,,,,ST RD 45/46,N DUNN ST,,0.0,,39.18629,-86.52841,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD45NDUNNST,,2021-12-20 04:24:00,,,
59,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W BLOOMFIELD RD,,,0.0,,-4.3950462631683475e-05,-1.5979025997929284e-05,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WBLOOMFIELDRD,,2021-12-20 07:39:00,,,
60,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,N CURRY PK,W JONATHAN DR,,0.0,,39.16835,-86.58294,COUNTY RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,JONATHANDRCURRYPK,,2021-12-20 11:18:00,,,
61,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,N MATTHEWS DR,W MCNEELY ST,,,,39.23822,-86.6239,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,MATTHEWSDRMCNEELYST,NONE,2021-12-20 14:02:00,,,
62,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,S DUNN ST,E KIRKWOOD AVE,,,,39.16653,-86.52823,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,EKIRKWOODAVESDUNNST,STOP SIGN,2021-12-20 15:03:00,,,True
63,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 46,ST RD 446,,0.0,,39.16433,-86.47207,ST RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,STATERD446E 3RDST,,2021-12-20 15:36:00,,,
64,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,3585,,,ST RD 45,ENTRANCE TO WALMART (NE),,,,39.17152,-86.49793,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSTATE45RD,STOP SIGN,2021-12-20 16:17:00,,,
