_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
65,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,N KINSER PK,W SKYLINE DR,,158.0,,39.19056,-86.53778,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO MAINTAIN LN,RAN OFF RD,WSKYLINEDRNKINSERPK,,2021-12-20 17:00:00,,,
66,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,ST RD 45/46,W STONELAKE DR,,,,39.18692,-86.54664,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,NMONROESTWSTATERD4546BYPASSRD,NONE,2021-12-20 19:15:00,,,
67,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,0,,,,ST RD 46,,,950.0,S,39.166165443109556,-86.49930421581121,ST RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,ICE,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RAN OFF RD,STATERD46E7THST,,2021-12-19 02:40:00,,,
68,BLOOMINGTON PD,BLOOMINGTON,1,,0.0,0,1,,,,I-69,,,0.0,,39.19825754466945,-86.5544725756879,INTERSTATE,,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,69121.5,,2021-12-19 05:15:00,,,
69,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 48,S LIBERTY DR,,0.0,,39.16461,-86.57913,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W 3RDSTSLIBERTYDR,,2021-12-19 14:53:00,,,
70,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,W DINSMORE RD (SW),,,,39.11324,-86.63471,ST RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SDINSMORERDST RD 45 W,LN CONTROL,2021-12-19 22:58:00,,,
71,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S GATES DR,ST RD 48,,0.0,,39.16458,-86.57619,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER LN USAGE,LEFT TURN,W 3RDSTNGATESDR,,2021-12-18 04:10:00,,,
72,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,I-69,,,,39.14739,-86.57323,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SSTATE69RDWBLOOMFIELDRD,YIELD SIGN,2021-12-18 09:45:00,,,
73,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,,,750.0,S,39.14204456954165,-86.53108840182028,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SWALNUTSTSOUTHDR,NONE,2021-12-18 10:56:00,,,
74,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E RHORER RD,S FOX CHASE RUN,,300.0,E,39.12146,-86.49661,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,ERHORERRDSFOXCHASERUN,NO PASSING ZONE,2021-12-18 13:20:00,,,
75,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,ST RD 45,E MARTIN DR,,100.0,S,39.20474,-86.46327,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EMARTINDRST RD 45E,NONE,2021-12-18 14:22:00,,,
76,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 48,S GATES DR,,0.0,,39.16458,-86.57619,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,W 3RDSTNGATESDR,,2021-12-18 17:11:00,,,
77,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,1,,,,N LOUDEN RD,,,1000.0,S,39.1106561683688,-86.63988633508622,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NLOUDENRDWRATLIFFRD,LN CONTROL,2021-12-18 17:36:00,,,
78,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N LINCOLN ST,,,,39.16853,-86.53105,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,7THSTLINCOLNST,STOP SIGN,2021-12-18 17:44:00,,,
79,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W COUNTRY CLUB DR,S BANTA AVE,,0.0,,39.13622285485851,-86.5448436166412,COUNTY RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WCOUNTRYCLUBDRSBANTAAVE,,2021-12-18 20:17:00,,,
80,MONROE SD,BLOOMINGTON,2,0.0,2.0,0,0,,,,S LEONARD SPRINGS RD,CEDAR CHASE DR,,,,39.13037,-86.58257,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,CEADRCHASEDRLEONARDSPRINGSRD,STOP SIGN,2021-12-18 20:38:00,,,
81,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 10TH ST,ENTRANCE TO TULIPTREE APARTMENTS,,0.0,,39.17288,-86.50467,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,,ASPHALT,IMPROPER TURNING,LEFT TURN,E 10THSTE 10THST,,2021-12-18 21:10:00,,,
82,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,1411,,,N WOODBURN AVE,,,1003.0,,39.18071659129217,-86.53598909403529,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,REAR END,WRILEYDRNWOODBURNAVE,,2021-12-18 23:00:00,,,
83,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 48,S PARK SQUARE DR,,100.0,W,39.16474,-86.59259,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,PROFILEPKWYST RD 48,TRAFFIC CONTROL SIGNAL,2021-12-17 04:15:00,,,
84,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W 3RD ST,S WESTPLEX AVE,,0.0,,39.1644,-86.55389,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W 3RDSTSWESTPLEXAVE,,2021-12-17 04:52:00,,,
85,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,,1.0,0,0,,,,E 7TH ST,N FORREST AVE (W),,0.0,,39.16847,-86.52235,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NFORRESTAVEE7THST,,2021-12-17 06:30:00,,,True
86,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S ALLENDALE DR,S EDDINGTON DR,,0.0,,39.13072,-86.52609,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SALLENDALEDREDDINGTONDR,,2021-12-17 08:25:00,,,
87,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,ST RD 46,ST RD 446,,0.0,,39.16430705878227,-86.47209950837052,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,,ASPHALT,STEERING FAILURE,HEAD ON BETWEEN TWO MOTOR VEHICLES,STATERD446E 3RDST,,2021-12-17 10:10:00,,,
88,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,3400,,,N HEADLEY RD,,,,,-3.5693302827944814e-05,-4.545846047436019e-06,LOCAL/CITY RD,Y,RURAL,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,3400NHEADLEYRD,NONE,2021-12-17 10:30:00,,,
89,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,W KIRKWOOD AVE,N COLLEGE AVE,,0.0,,39.1666,-86.53488,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,WKIRKWOODAVENCOLLEGEAVE,,2021-12-17 12:59:00,,,
90,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S LIBERTY DR,ST RD 48,,581.0,,39.16459220241315,-86.57914670047423,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W 3RDSTSLIBERTYDR,,2021-12-17 14:00:00,,,
91,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E DRISCOLL ST,S WALNUT ST,,50.0,E,39.15245,-86.5337,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EDRISCOLLDRSWALNUTST,NONE,2021-12-17 14:10:00,,,
92,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,ST RD 45/46,N MILO B SAMPSON LN,,,,39.18621,-86.52215,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMILOBSAMPSONLNST RD 46,TRAFFIC CONTROL SIGNAL,2021-12-17 15:25:00,,,
93,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E SOUTHSHORE DR,,,4200.0,E,-7.274250868776814e-06,-4.2955532646504944e-05,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,ESOUTHSHOREDRNRICHARDSONRD,NONE,2021-12-17 17:04:00,,,
94,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,S LIBERTY DR,ST RD 45,,0.0,,39.14498197830558,-86.57779158722015,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,WSTATERD45SLIBERTYDR,,2021-12-17 17:25:00,,,
95,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (S),,500.0,S,39.14303,-86.5315,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RHORERRDSOLDST RD 37RD,NONE,2021-12-17 18:10:00,,,
96,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 45/46,N DUNN ST,,422.0,,39.18624608209902,-86.5284233849642,ST RD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,STATERD45NDUNNST,,2021-12-17 18:30:00,,,
97,MONROE SD,BLOOMINGTON,3,0.0,0.0,0,0,,,,S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (N),,100.0,S,39.14303,-86.5315,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,REAR END,SOLDSTATERD37RDWGORDONPK,NONE,2021-12-17 18:44:00,,,
98,BLOOMINGTON PD,BLOOMINGTON,3,,1.0,0,0,,,,E 3RD ST,S JEFFERSON ST,,0.0,,39.16427,-86.50709,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SJEFFERSONSTE 3RDST,,2021-12-17 19:43:00,,,
99,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N COLLEGE AVE,W 17TH ST,,,,39.17902,-86.5347,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCOLLEGEAVEWEST17THST,TRAFFIC CONTROL SIGNAL,2021-12-16 01:50:00,,,
100,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E AZALEA LN,S HIGHLAND AVE,,53.0,,39.14444,-86.51739,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,BACKING CRASH,SHIGHLANDAVEEAZALEALN,,2021-12-16 05:33:00,,,
101,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 48,,,2000.0,W,39.16873316079274,-86.66810565309463,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,ST RD 48WVERNALPK,LN CONTROL,2021-12-16 06:05:00,,,
102,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,3939,,,ST RD 48,S CURRY PK,,0.0,,39.16462388475429,-86.58296605028423,LOCAL/CITY RD,,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,3939W 3RDST,,2021-12-16 07:47:00,,,
103,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W COCKRELL RD,S SWEETWATER LN,,,,39.10449,-86.58101,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHSWEETWATERLNWESTCOCKRELLRD,NONE,2021-12-16 08:05:00,,,
104,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,N COLLEGE AVE,W 8TH ST,,100.0,,39.1695,-86.53483,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W8THSTNCOLLEGEAVE,,2021-12-16 09:26:00,,,
105,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S LINCOLN ST,,0.0,,39.16458,-86.53111,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SLINCOLNSTE 3RDST,,2021-12-16 12:47:00,,,
106,BLOOMINGTON PD,BLOOMINGTON,2,,1.0,0,0,,,,ST RD 45,E TAMARRON DR,,0.0,,39.17362,-86.48214,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ETAMARRONDRE 10THST,,2021-12-16 13:10:00,,,
107,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N EAGLESON AVE,E 10TH ST,,,,39.171545041836175,-86.51566019601718,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,RIGHT ANGLE,EAGLESON AVEAVETENTHST,TRAFFIC CONTROL SIGNAL,2021-12-16 13:15:00,,,
108,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0,0,,,,ST RD 45/46,E 10TH ST,,,,39.17161872982981,-86.50218775610823,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2021-12-16 17:10:00,,,
109,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,S ROSE AVE,E 3RD ST,,0.0,,39.16420195566998,-86.51093220809743,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROSEAVEE 3RDST,,2021-12-16 17:10:00,,,
110,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S EAGLESON AVE,,0.0,,39.17157999053597,-86.50217085855354,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,SEAGLESON AVEAVEE 3RDST,,2021-12-16 17:22:00,,,
111,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N CURRY PK,W PROFILE PKWY,,,,39.16425,-86.51092,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CURRYPKPROFILEPKWY,TRAFFIC CONTROL SIGNAL,2021-12-16 17:28:00,,,
112,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 3RD ST,S WESTPLEX AVE,,,,39.16422407056426,-86.51644103083358,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W 3RDSTWESTPLEXAVE,NONE,2021-12-16 18:16:00,,,
113,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,ST RD 48,,0.0,,39.1719457396701,-86.58300975182961,INTERSTATE,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,RAMP,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W 3RDSTSTATERD37,,2021-12-16 19:58:00,,,
114,BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0,0,,,,E 12TH ST,N LINCOLN ST,,200.0,E,39.1643519989249,-86.5539067022467,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,,12THSTLINCOLNST,NONE,2021-12-15 00:10:00,,,
115,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S EAGLESON AVE,,,,39.1644988472854,-86.57329130709182,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,LEFT TURN,E 3RDSTSEAGLESON AVEAVE,TRAFFIC CONTROL SIGNAL,2021-12-15 01:08:00,,,
116,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 46,,,2000.0,W,39.17434181546071,-86.53105715276408,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,HEDRICKRDST RD 46 W,NONE,2021-12-15 10:28:00,,,
117,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 6TH ST,N WASHINGTON ST,,0.0,,39.16425,-86.51641,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE BACKING,REAR TO REAR,NWASHINGTONSTE6THST,,2021-12-15 20:32:00,,,
118,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,I-69 S,,,0.0,S,-4.799524130988659e-05,-4.019726587390696e-05,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69S112.5,NONE,2021-12-15 21:35:00,,,
119,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S HIGHLAND AVE,E ATWATER AVE,,,,39.16751503085453,-86.53233330108708,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ATWATERAVEHIGHLANDAVE,STOP SIGN,2021-12-15 21:48:00,,,
120,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E 3RD ST,S OVERHILL DR,,0.0,,0.0,0.0,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SOVERHILLDRE 3RDST,,2021-12-14 06:14:00,,,
121,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,9329,,,N FULFORD,W BRIGHTON RD,,,,39.16305,-86.51772,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NFULFORDRD,NONE,2021-12-14 06:37:00,,,
122,BLOOMINGTON PD,BLOOMINGTON,2,,0.0,0,0,,,,E ATWATER AVE,S PARK AVE,,0.0,,39.16425,-86.50164,LOCAL/CITY RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPARKAVEATWATERAVE,,2021-12-14 12:02:00,,,
123,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N UNION ST,E 5TH ST,,,,39.32306,-86.62364,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIFTHSTUNIONST,STOP SIGN,2021-12-14 13:25:00,,,
124,BLOOMINGTON PD,BLOOMINGTON,3,,1.0,0,0,,,,N COLLEGE AVE,ST RD 45/46,,0.0,,39.163085295845164,-86.52405125130745,LOCAL/CITY RD,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NCOLLEGEAVE45/46BYPASS,,2021-12-14 21:04:00,,,
125,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,1225,,,BRISCOE CIRCLE,,,,,39.1667683347387,-86.50947111100683,UNKNOWN,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,FEELN,NONE,2021-12-13 02:44:00,,,
126,ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,0.0,0,0,,,,ST RD 46,W JUDY ST,,,,39.18624,-86.53453,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JUDYSTST RD 46 W,LN CONTROL,2021-12-13 07:22:00,,,
127,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N SMITH PK,W WOODYARD,,,,39.178191,-86.51999,LOCAL/CITY RD,N,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NSMITHPKWWOODYARDRD,STOP SIGN,2021-12-13 08:38:00,,,
