Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1,,,,I-69 S,SR 37,,0.0,S,39.10420246,-86.55945487,INTERSTATE,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I-69114,,2020-10-05 07:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,S CURRY PIKE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SCURRYPIKEW3RDST,TRAFFIC CONTROL SIGNAL,2020-10-05 11:21:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S STRAIN RIDGE RD,,,527.0,W,,,COUNTY ROAD,N,RURAL,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,SFRONTNINEDRSTRAINRIDGERD,NONE,2020-10-05 17:18:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,W MCNEELY ST,N SHELLY DR,,,,,,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NSHELLYDRWMCNEELYST,STOP SIGN,2020-10-05 17:21:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 7TH ST,N WALNUT ST,,,,39.16864,-86.533568,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,E7THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2020-10-05 18:30:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,W BLOOMFIELD RD,S LANDMARK AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,VIEW OBSTRUCTED,REAR END,BLOOMFIELDRDLANDMARKAVE,TRAFFIC CONTROL SIGNAL,2020-10-05 18:45:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 45,S HARMONY RD,,0.0,N,39.11110887,-86.63822092,STATE ROAD,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,StateRd45sharmonyroad,,2020-10-05 20:05:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,2.0,0.0,0,,,,E MORNINGSIDE DR,,,500.0,N,39.16424,-86.473696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,TIRE FAILURE OR DEFECTIVE,NON-COLLISION,E3RDSTEMORNINGSIDEDR,NONE,2020-10-05 21:19:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 17TH ST,N GRANT ST,,,,39.178944,-86.5296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,E17THSTNGRANTST,NONE,2020-10-06 02:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S COLLEGE MALL RD,E 2ND ST,,,,39.160944,-86.497696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E2NDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2020-10-06 09:02:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,SR 46,N SMITH PIKE,,,,39.210144,-86.5832,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NSMITHPIKESR46W,TRAFFIC CONTROL SIGNAL,2020-10-06 16:10:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,1.0,0.0,0,,,,N UNION VALLEY RD,W LYNWEST DR,,150.0,N,39.21584,-86.5928,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NUNIONVALLEYRDWLYNWESTDR,LANE CONTROL,2020-10-06 20:52:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,SR 46,W HEDRICK RD,,,,39.27755,-86.677262,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,HEDRICKRDSR46W,NONE,2020-10-06 21:00:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,S FAIRFAX RD,ENTRANCE TO LAKE MONROE VILLAGE,,1500.0,S,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SOUTHFAIRFAXRDSOUTHWISLEYRD,NONE,2020-10-06 23:39:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,504.0,,,SR 46,N 5TH ST,,,,39.23352,-86.62424,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,5THSTSR46W,LANE CONTROL,2020-10-07 07:29:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0,,,,SR 45/46,,,800.0,N,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST10THSTSR46E,NONE,2020-10-07 08:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S COLLEGE AVE,W 1ST ST,,,,39.15944,-86.53488,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SCOLLEGEAVEW1STST,TRAFFIC CONTROL SIGNAL,2020-10-07 08:56:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 45/46,E 17TH ST,,0.0,S,39.179774,-86.507252,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,CONCRETE,UNSAFE SPEED,REAR END,StateRd45E17thSt,,2020-10-07 09:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,1209.0,,,W WOODHILL DR,,,,,39.15736,-86.54647,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,1209WOODHILLDRLARKSPURDR,NONE,2020-10-07 09:52:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S LAKE RIDGE DR,,,300.0,S,38.99885332,-86.50651,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SLAKERIDGEDRSPOINTERIDGELN,NONE,2020-10-07 17:20:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,SR 48,W KNAPP,,500.0,W,39.16488135,-86.60355544,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR48WWKNAPPRD,NONE,2020-10-08 04:07:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,200.0,,,E 3RD ST (ENTRANCE TO 200 E 3RD ST),S WASHINGTON ST,,,,39.16464,-86.5324,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,E3RDST,NONE,2020-10-08 11:00:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,W FORREST PARK DR,SR 46,,,,39.212048,-86.5872,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,FORRESTPARKDRW46HWY,STOP SIGN,2020-10-08 11:07:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,W PATTERSON DR,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PATTERSONDRROGERSST,LANE CONTROL,2020-10-08 12:17:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,W COUNTRY CLUB DR,S ROCKPORT RD,,264.0,E,39.1363558,-86.54816874,LOCAL/CITY ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,WCountryClubDrSRockportRd,,2020-10-08 12:20:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E BETHEL LN,,,840.0,E,39.211909,-86.49616365,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,RAN OFF ROAD RIGHT,RAN OFF ROAD,EBETHELLNNWESLEYLN,NONE,2020-10-08 14:51:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S WALNUT ST,S FAIRFAX RD,,,,38.99912604,-86.54524445,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SFAIIRFAXRDSOLDSTATEROAD37RD,TRAFFIC CONTROL SIGNAL,2020-10-08 20:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N ROGERS ST,W 8TH ST,,,,39.169584,-86.538576,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,NROGERSSTW8THST,STOP SIGN,2020-10-08 22:01:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,1,,,,E MONROE DAM RD,,,2100.0,W,39.02124802,-86.52889371,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,REAR END,MONROEDAMRDSTRAINRIDGERD,NONE,2020-10-09 05:38:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,N JORDAN AVE,E LAW LN,,,,39.173403,-86.515448,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,ELAWLNJORDANAVE,TRAFFIC CONTROL SIGNAL,2020-10-09 12:05:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0,,,,E 3RD ST,S JORDAN AVE,,,,39.164263,-86.516394,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JORDANAVETHIRDST,NONE,2020-10-09 12:30:00
ISP BLOOMINGTON 33,BLOOMINGTON,3,,0.0,0.0,0,,,,SR 48,S GATES DR,,211.0,W,39.16462331,-86.57562026,STATE ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LANE USAGE,REAR END,SR48200ftEofNGatesDriveKmart,,2020-10-09 13:10:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N JORDAN AVE,E 7TH ST,,,,39.168853,-86.516143,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E7THSTJORDANAVE,NONE,2020-10-09 16:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N MORTON ST,W 11TH ST,,,,39.173216,-86.536,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E11THSTNMORTONAVE,STOP SIGN,2020-10-09 19:40:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,SR 37,,,4225.0,S,39.037856,-86.5356943,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR37SZIKESRD,NONE,2020-10-09 21:34:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,SR 37,,,4225.0,S,39.037856,-86.5356943,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR37SZIKESRD,NONE,2020-10-09 21:40:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,3817.0,,,S SMITH RD,,,,,39.162044,-86.48122,UNKNOWN,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,ECAMERONDR,NONE,2020-10-09 22:14:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S HENDERSON ST,E ATWATER AVE,,,,39.163149,-86.5272662,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,RAN OFF ROAD,ATWATERAVEHENDERSONST,TRAFFIC CONTROL SIGNAL,2020-10-09 23:20:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 10TH ST,N FESS AVE,,,,39.171647,-86.525812,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,FESSAVETENTHST,STOP SIGN,2020-10-10 01:07:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,E EASTGATE LN (N),,,,39.17024,-86.501392,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTGATELNSR46S,LANE CONTROL,2020-10-10 12:02:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,1900.0,,,E MOFFETT LN,,,2200.0,E,39.09984,-86.5176,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EMOFFETTLNSFAIRFAXRD,NONE,2020-10-10 12:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,,,220.0,N,39.19762757,-86.533551,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E12THSTNWALNUTST,LANE CONTROL,2020-10-11 01:44:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 3RD ST,S HIGH ST,,,,39.164352,-86.508288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,E3RDSTHIGHST,TRAFFIC CONTROL SIGNAL,2020-10-11 04:11:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W CHISHOLM TRAIL,W RED ROCK RD,,200.0,E,39.13264,-86.585296,COUNTY ROAD,Y,RURAL,N,,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,REAR END,WCHISOLMTRLWREDROCKRD,NONE,2020-10-11 08:43:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S SWAIN AVE,,,,39.164261,-86.515275,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E3RDSTESWAINAVE,NONE,2020-10-11 12:45:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S DANLYN RD,,,300.0,N,39.16846778,-86.576087,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,OTHER - EXPLAIN IN NARRATIVE,SDANLYNRDWTAPPRD,NONE,2020-10-11 13:10:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,E SCHACHT RD,,,200.0,E,39.10704,-86.523488,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,ESCHACHTRDSFAIRFAXRD,NONE,2020-10-11 19:18:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S HARMONY RD,,,300.0,S,39.07694801,-86.638274,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,HARMONYRDISONRD,NONE,2020-10-11 20:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,703.0,,,E COLONIAL CREST RD,,,,,39.185232,-86.54060206,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,WGOURLEYPIKE,NONE,2020-10-12 10:18:00
BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0,118.0,,,S COLLEGE AVE,W 4TH ST,,,,39.165935,-86.535182,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,RAN OFF ROAD,SOUTHCOLLEGEAVE,NONE,2020-10-12 10:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,S PARK RIDGE RD,,,,39.16424,-86.476096,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E3RDSTSPARKRIDGERD,STOP SIGN,2020-10-12 16:28:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,,,2640.0,E,39.16913856,-86.67197094,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,RIGHT ANGLE,SR43NSR48W,LANE CONTROL,2020-10-12 16:31:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,S PATTERSON DR,W 2ND ST,,,,39.160737,-86.548536,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,SPATTERSONDRW2NDST,TRAFFIC CONTROL SIGNAL,2020-10-12 17:18:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,N CURRY PIKE,,,,39.193728,-86.571154,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,NCURRYPIKESR46W,TRAFFIC CONTROL SIGNAL,2020-10-12 17:46:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S COLLEGE AVE,W 2ND ST,,,,39.161366,-86.534943,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCOLLEGEAVEW2NDST,TRAFFIC CONTROL SIGNAL,2020-10-12 18:15:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S WALNUT ST PIKE,E ALLENDALE DR,,,,39.130944,-86.526688,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,,RAN OFF ROAD,EALLENDALEDRSWALNUTSTREETPIKE,NONE,2020-10-12 18:21:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S WASHINGTON ST,E 4TH ST,,,,39.165648,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E4THSTSWASHINGTONST,STOP SIGN,2020-10-12 19:20:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E 3RD ST,E ATWATER AVE,,,,39.164448,-86.528096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,E3RDSTEATWATERAVE,TRAFFIC CONTROL SIGNAL,2020-10-12 19:55:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,S SARE RD,E CATHCART ST,,0.0,S,39.148854,-86.49904,LOCAL/CITY ROAD,,URBAN,N,N,Y,INTERMITTENT OR MOVING WORK,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SSareRdSSareRd,,2020-10-12 22:00:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S CHASEWAY CT,E GENTRY BLVD,,,,39.156832,-86.474832,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),FOG/SMOKE/SMOG,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,CHASEWAYCTGENTRYBLVD,NONE,2020-10-13 07:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 45,S GARRISON CHAPEL RD,,,,39.111024,-86.638304,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,FOG/SMOKE/SMOG,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,OPPOSITE DIRECTION SIDESWIPE,GARRISONCHAPELRDSR45W,STOP SIGN,2020-10-13 07:38:00
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0,,,,W RATLIFF RD,,,400.0,E,0.0,0.0,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,DEERRUNRATLIFFRD,LANE CONTROL,2020-10-13 08:53:00
