Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 45/46,W ARLINGTON RD,Y,,,39.187184,-86.551408,STATE ROAD,N,URBAN,N,Y,N,,DARK (LIGHTED),SNOW,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ARLINGTONRDSR4546W,NONE,2019-01-30 05:58:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E NORTH DR,,,,39.14411,-86.53181,LOCAL/CITY ROAD,Y,URBAN,Y,N,N,,DAYLIGHT,CLOUDY,ICE,,T-INTERSECTION,STRAIGHT/GRADE,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ENORTHDRSWALNUTST,NONE,2019-01-30 09:19:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PATTERSON,W 3RD ST,,,,39.16424,-86.551785,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SPATTERSONSTW3RDST,STOP SIGN,2019-01-30 14:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,3.0,0.0,0.0,,,,E COVENANTER,S CLARIZZ BLVD,,,,39.15458,-86.491755,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,ICE,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,ECOVENANTERDRSCLARIZZBLVD,LANE CONTROL,2019-01-30 19:36:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W FULLERTON,S SIMS DR,,,,39.12311,-86.57821,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,FULLERTONPIKESIMSLN,LANE CONTROL,2019-01-30 16:05:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,S CURRY PIKE,,50.0,E,39.16464,-86.58282932,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,CURRYPIKESR48,LANE CONTROL,2019-01-31 18:41:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S SWAIN AVE,,,,39.16425,-86.51526,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVETHIRDST,LANE CONTROL,2019-01-31 20:35:00
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,SR 45,N RUSSELL RD,,300.0,N,39.20115851,-86.4682168,STATE ROAD,N,RURAL,N,N,B,,DAYLIGHT,CLOUDY,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NRUSSELLRDSR45E,OTHER REGULATORY SIGN/MARKING,2019-01-31 12:58:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E MONROE DAM,S STRAIN RIDGE RD,,200.0,W,39.02008,-86.53645269,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EMONROEDAMRDSSTRAINRIDGERD,NONE,2019-01-31 01:44:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LEONARD SPRINGS,W TAPP RD,,,,39.13683,-86.58261,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLEONARDSPRINGSRDWTAPPRD,LANE CONTROL,2019-01-31 10:48:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S SWAIN AVE,,,,39.16425,-86.51526,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SWAINAVETHIRDST,NONE,2019-02-01 16:46:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N JORDAN,E 17TH ST,,30.0,N,39.1789304,-86.511088,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,17THSTJORDANAVE,NONE,2019-02-01 18:05:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 37,S OLD SR 37,,1800.0,S,39.08149917,-86.538823,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,OLDSTATEROAD37RDSR37,LANE CONTROL,2019-02-01 07:42:00
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,SR 45,W HINDS RD,,1584.0,W,39.0973111,-86.65683291,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ROADWAY SURFACE CONDITION,HEAD ON BETWEEN TWO MOTOR VEHICLES,HINDSRDSR45W,LANE CONTROL,2019-02-01 07:34:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,SR 45,W HINDS RD,,200.0,W,39.09878383,-86.6525232,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,HINDSRDSR45W,NONE,2019-02-01 07:30:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 46,E 7TH ST,,160.0,S,39.26931891,-86.494385,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46THIRDST,NONE,2019-02-01 18:45:00
ISP BLOOMINGTON 33,STINESVILLE,1,0.0,0.0,0.0,0.0,,,,SR 46,W HEDRICK RD,,180.0,E,39.27762,-86.6773456,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,ICE,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,HEDRICKRDSR46E,LANE CONTROL,2019-02-01 07:45:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N KINSER,W GOURLEY PIKE,,,,39.185392,-86.537856,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,GOURLEYPIKEKINSERPIKE,STOP SIGN,2019-02-01 10:38:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 37,W DILLMAN RD,,300.0,N,39.1246253,-86.54416,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SR37NWDILLMANRD,NONE,2019-02-01 09:37:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 37,S ZIKES RD,,2500.0,N,39.05632214,-86.53579333,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,RAN OFF ROAD,SR37NZIKESRD,NONE,2019-02-01 07:00:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,I-69 S,,,60.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,I69106.0,LANE CONTROL,2019-02-01 08:31:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,150.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69105.0,LANE CONTROL,2019-02-01 07:45:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,I-69 S,,,200.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,I69106.5,LANE CONTROL,2019-02-01 08:36:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,I-69 S,,,,,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69112.5,LANE CONTROL,2019-02-01 09:30:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,,,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69105.5,LANE CONTROL,2019-02-01 07:45:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,I-69 S,,,800.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69112.5,LANE CONTROL,2019-02-01 09:28:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,S,41.13583018,-85.14035522,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69S112.0,NONE,2019-02-01 09:16:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,S,41.13203658,-85.14870785,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLOUDY,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,I69S111.5,NONE,2019-02-01 08:39:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N DUNN,E 17TH ST,,,,39.17904,-86.5284,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,17THSTDUNNST,LANE CONTROL,2019-02-01 09:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N DUNN,E 6TH ST,,,,39.167728,-86.528208,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,6THSTDUNNST,STOP SIGN,2019-02-01 12:59:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PATTERSON,,,300.0,N,39.18555461,-86.54109,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,FAIRVIEWSTPATTERSONDR,LANE CONTROL,2019-02-01 06:43:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S ROCKPORT,S STANSIFER LN,,150.0,S,39.108032,-86.575552,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,SROCKPORTRDSSTANSIFERLN,NONE,2019-02-01 07:40:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,W BAYWOOD DR,,60.0,N,39.12427711,-86.53948,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,SNOW,ICE,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,BAYWOODDRSROGERSST,NONE,2019-02-01 07:27:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,SR 46,,,2000.0,E,39.2080284,-86.57636349,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ARLINGTONRDSR46E,NONE,2019-02-01 00:41:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W 11TH,N ADAMS ST,,,,39.173344,-86.549792,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NADAMSSTW11THST,STOP SIGN,2019-02-01 21:14:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,W 11TH,N ALEXANDERS ST,,,,39.173344,-86.549296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,REAR END,NORTHALEXANDERSTWEST11THST,NONE,2019-02-01 21:15:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,S FRANKLIN RD,,,,39.164688,-86.5712,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SFRANKLINRDWTHIRDST,TRAFFIC CONTROL SIGNAL,2019-02-01 19:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W GORDON,S CLEAR VIEW DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,BACKING CRASH,GORDONPIKEHEDGEWOODDR,STOP SIGN,2019-02-01 17:04:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FAIRFAX,E MARIE LN,,,,39.10558,-86.522385,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTMARIELNSOUTHFAIRFAXRD,NONE,2019-02-02 11:44:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,SR 46,S FRIENDSHIP RD,,375.0,W,39.15476921,-86.40729974,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,FRIENDSHIPRDSR46E,LANE CONTROL,2019-02-02 00:18:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45,SR 45/46,,,,39.176848,-86.478192,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTSR45W,TRAFFIC CONTROL SIGNAL,2019-02-03 10:50:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,SR 46,S FRIENDSHIP RD,,,,39.153856,-86.406688,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,FRIENDSHIPRDSR46E,NONE,2019-02-03 20:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 48,ENTRANCE TO KROGER GAS PUMPS,,440.0,W,39.164615,-86.5792569,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLIBERTYDRW3RDST,NONE,2019-02-03 13:30:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,E 10TH ST,,,,39.18617,-86.52138,STATE ROAD,N,URBAN,N,Y,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL,2019-02-04 18:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N COLLEGE,W 10TH ST,,100.0,N,39.17201865,-86.53476505,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,10THSTCOLLEGEAVE,NONE,2019-02-04 07:57:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 45,W HINDS RD,,1300.0,W,39.09772953,-86.65605533,STATE ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,HINDSRDSR45W,NONE,2019-02-04 08:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45,W HINDS RD,,100.0,W,39.09896791,-86.6522616,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,HINDSRDSR45W,NONE,2019-02-04 10:15:00
BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0.0,0.0,,,,W 3RD,S PATTERSON DR,,100.0,W,39.16424,-86.55177634,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SPATTERSONDRW3RDST,NONE,2019-02-04 08:48:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,DANIELS,W ZENITH DR,,300.0,S,39.13842218,-86.5983,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NDANIELSWAYWZENITHDR,NONE,2019-02-04 15:53:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N UNION,E 10TH ST,,,,39.17157,-86.50935,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,TENTHSTUNIONST,TRAFFIC CONTROL SIGNAL,2019-02-05 15:42:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E 3RD ST,,,,39.1646,-86.53363,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,THIRDSTWALNUTST,TRAFFIC CONTROL SIGNAL,2019-02-05 20:26:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,E 17TH ST,,,,39.17984,-86.507088,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL,2019-02-05 13:03:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 2ND,S WALKER ST,,,,39.16143,-86.54614,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,2NDSTWALKERST,TRAFFIC CONTROL SIGNAL,2019-02-05 00:06:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N KINSER,W BRIARCLIFF DR,,,,39.194144,-86.540992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,IMPROPER LANE USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,NKINSERPIKEWBRIARCLIFFDR,NONE,2019-02-05 12:47:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 17TH,N INDIANA AVE,,,,39.179024,-86.5272,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,17THSTINDIANAAVE,NONE,2019-02-06 17:50:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N CURRY,W JONATHAN DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SCURRYPIKEWJONATHANDR,TRAFFIC CONTROL SIGNAL,2019-02-06 15:45:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,SR 45,W HINDS RD,,1500.0,W,39.08985667,-86.66619,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/HILLCREST,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF ROAD,HINESRDSR45W,NONE,2019-02-06 22:11:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E COVENANTER,S COLLEGE MALL RD,,100.0,E,39.15516,-86.49793864,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COLLEGEMALLRDECONVENANTERDR,NONE,2019-02-06 18:30:00
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0.0,,,,N UNION VALLEY,W RICHLAND PLAZA DR,,100.0,N,39.2257581,-86.59268,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,OTHER - EXPLAIN IN NARRATIVE,NORTHUNIONVALLEYRDRICHLANDPLAZADR,STOP SIGN,2019-02-06 14:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S JORDAN AVE,,,,39.164315,-86.51655,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL,2019-02-07 11:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S JORDAN AVE,,,,39.164315,-86.51655,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL,2019-02-07 19:37:00
